id_item,id_pedido,cod_produto,desc_produto,qtd_pedida,preco_unitario,dt_criacao
99,43,SKU-0024,Material SAE 7 EF,100,39.49,2024-09-13 00:00:00
100,43,SKU-0036,Material Isaac 4 EF,148,88.31,2024-09-13 00:00:00
101,44,SKU-0055,Material Isaac 8 EF,164,124.08,2024-09-21 00:00:00
102,44,SKU-0031,Material SAE 9 EF,54,231.07,2024-09-21 00:00:00
103,45,SKU-0035,Material Isaac 2 EM,56,132.07,2023-02-21 00:00:00
104,45,SKU-0042,Material Isaac 7 EF,124,214.29,2023-02-21 00:00:00
105,45,SKU-0031,Material COC 7 EF,164,223.77,2023-02-21 00:00:00
106,45,SKU-0052,Material COC 2 EM,91,43.46,2023-02-21 00:00:00
107,46,SKU-0900,Material Isaac 1 EM,88,123.14,2024-09-05 00:00:00
108,46,SKU-0907,Material PGS 3 EF,133,86.19,2024-09-05 00:00:00
109,47,SKU-0045,Material COC 3 EM,44,176.91,2023-11-03 00:00:00
110,48,SKU-0909,Material NSE 6 EF,102,97.37,2023-09-18 00:00:00
111,49,SKU-0048,Material PGS 6 EF,125,186.2,2024-08-01 00:00:00
112,49,SKU-0022,Material SAE 3 EF,112,41.44,2024-08-01 00:00:00
113,49,SKU-0024,Material NSE 3 EF,20,121.14,2024-08-01 00:00:00
114,50,SKU-0029,Material COC 3 EF,18,126.11,2023-10-13 00:00:00
115,50,SKU-0005,Material COC 5 EF,126,24.44,2023-10-13 00:00:00
116,50,SKU-0023,Material COC 7 EF,11,200.54,2023-10-13 00:00:00
117,50,SKU-0030,Material PGS 1 EF,82,165.35,2023-10-13 00:00:00
118,51,SKU-0003,Material SAE 2 EF,185,139.26,2023-09-20 00:00:00
119,51,SKU-0039,Material Isaac 1 EF,173,38.48,2023-09-20 00:00:00
120,51,SKU-0029,Material COC 9 EF,41,92.36,2023-09-20 00:00:00
121,51,SKU-0025,Material SAE 4 EF,38,106.8,2023-09-20 00:00:00
122,52,SKU-0906,Material COC 3 EF,61,30.84,2022-05-04 00:00:00
123,53,SKU-0057,Material PGS 5 EF,186,130.15,2024-05-03 00:00:00
124,53,SKU-0035,Material Isaac 3 EF,61,163.23,2024-05-03 00:00:00
125,54,SKU-0017,Material Isaac 8 EF,68,174.62,2024-02-14 00:00:00
126,55,SKU-0029,Material Isaac 8 EF,103,84.88,2022-02-26 00:00:00
127,56,SKU-0031,Material SAE 1 EF,41,162.72,2025-04-27 00:00:00
128,57,SKU-0050,Material Isaac 1 EF,17,37.26,2024-12-20 00:00:00
129,57,SKU-0040,Material COC 9 EF,196,170.56,2024-12-20 00:00:00
130,57,SKU-0047,Material PGS 1 EM,191,61.7,2024-12-20 00:00:00
131,57,SKU-0012,Material COC 3 EF,77,45.59,2024-12-20 00:00:00
132,58,SKU-0004,Material NSE 2 EF,87,76.41,2025-02-10 00:00:00
133,58,SKU-0057,Material COC 1 EF,159,147.42,2025-02-10 00:00:00
134,58,SKU-0025,Material Isaac 2 EF,43,67.62,2025-02-10 00:00:00
135,58,SKU-0007,Material PGS 9 EF,169,67.27,2025-02-10 00:00:00
136,59,SKU-0024,Material SAE 7 EF,190,151.59,2023-08-23 00:00:00
137,60,SKU-0050,Material PGS 3 EF,61,103.98,2025-12-05 00:00:00
138,60,SKU-0028,Material COC 2 EM,185,36.35,2025-12-05 00:00:00
139,60,SKU-0025,Material NSE 3 EF,118,223.75,2025-12-05 00:00:00
140,61,SKU-0043,Material NSE 9 EF,120,154.33,2025-10-13 00:00:00
141,61,SKU-0052,Material Isaac 2 EM,82,132.03,2025-10-13 00:00:00
142,61,SKU-0037,Material NSE 8 EF,175,157.3,2025-10-13 00:00:00
143,61,SKU-0036,Material COC 4 EF,110,221.3,2025-10-13 00:00:00
144,62,SKU-0051,Material NSE 5 EF,16,41.02,2023-06-07 00:00:00
145,62,SKU-0032,Material COC 4 EF,77,239.07,2023-06-07 00:00:00
146,62,SKU-0903,Material Isaac 5 EF,147,225.25,2023-06-07 00:00:00
147,62,SKU-0908,Material COC 1 EM,159,20.36,2023-06-07 00:00:00
148,63,SKU-0014,Material COC 9 EF,196,53.85,2024-02-15 00:00:00
149,63,SKU-0050,Material Isaac 3 EF,152,68.93,2024-02-15 00:00:00
150,64,SKU-0033,Material COC 6 EF,199,243.0,2022-04-09 00:00:00
151,65,SKU-0032,Material Isaac 3 EF,87,89.44,2024-07-09 00:00:00
152,65,SKU-0016,Material NSE 1 EF,190,213.02,2024-07-09 00:00:00
153,65,SKU-0008,Material NSE 2 EM,128,154.42,2024-07-09 00:00:00
154,65,SKU-0050,Material Isaac 7 EF,154,243.42,2024-07-09 00:00:00
155,66,SKU-0059,Material PGS 7 EF,15,23.86,2023-01-06 00:00:00
156,66,SKU-0023,Material PGS 3 EF,95,152.73,2023-01-06 00:00:00
157,67,SKU-0036,Material Isaac 3 EM,163,61.51,2023-06-22 00:00:00
158,68,SKU-0021,Material SAE 2 EM,101,34.81,2025-08-01 00:00:00
159,68,SKU-0905,Material SAE 7 EF,115,178.33,2025-08-01 00:00:00
160,68,SKU-0909,Material COC 4 EF,64,111.37,2025-08-01 00:00:00
161,69,SKU-0032,Material NSE 3 EF,61,75.17,2023-03-28 00:00:00
162,70,SKU-0049,Material NSE 3 EM,108,26.49,2022-06-09 00:00:00
163,70,SKU-0025,Material COC 9 EF,134,228.2,2022-06-09 00:00:00
164,70,SKU-0021,Material Isaac 6 EF,25,171.89,2022-06-09 00:00:00
165,71,SKU-0007,Material COC 1 EF,121,134.73,2022-07-27 00:00:00
166,71,SKU-0016,Material PGS 1 EF,193,201.24,2022-07-27 00:00:00
167,71,SKU-0031,Material SAE 5 EF,177,53.06,2022-07-27 00:00:00
168,72,SKU-0041,Material NSE 9 EF,75,84.96,2025-12-22 00:00:00
169,72,SKU-0051,Material PGS 6 EF,161,27.7,2025-12-22 00:00:00
170,72,SKU-0022,Material Isaac 5 EF,52,128.74,2025-12-22 00:00:00
171,72,SKU-0032,Material Isaac 5 EF,144,172.98,2025-12-22 00:00:00
172,73,SKU-0020,Material SAE 6 EF,26,83.83,2025-07-16 00:00:00
173,74,SKU-0054,Material SAE 8 EF,84,83.61,2025-07-13 00:00:00
174,74,SKU-0059,Material NSE 1 EF,48,31.22,2025-07-13 00:00:00
175,74,SKU-0048,Material NSE 1 EF,14,241.21,2025-07-13 00:00:00
176,74,SKU-0034,Material SAE 5 EF,101,143.25,2025-07-13 00:00:00
177,75,SKU-0904,Material Isaac 6 EF,95,61.93,2022-03-01 00:00:00
178,75,SKU-0908,Material COC 2 EM,161,159.78,2022-03-01 00:00:00
179,76,SKU-0019,Material NSE 5 EF,86,219.17,2025-03-26 00:00:00
180,76,SKU-0057,Material PGS 7 EF,63,143.45,2025-03-26 00:00:00
181,77,SKU-0054,Material Isaac 8 EF,17,37.45,2024-10-20 00:00:00
182,78,SKU-0045,Material NSE 6 EF,12,161.53,2025-02-02 00:00:00
183,78,SKU-0034,Material SAE 8 EF,169,154.88,2025-02-02 00:00:00
184,78,SKU-0046,Material Isaac 1 EM,113,203.38,2025-02-02 00:00:00
185,79,SKU-0900,Material PGS 9 EF,57,44.69,2025-07-10 00:00:00
186,79,SKU-0035,Material PGS 3 EM,11,198.12,2025-07-10 00:00:00
187,79,SKU-0052,Material PGS 2 EM,179,198.95,2025-07-10 00:00:00
188,80,SKU-0041,Material NSE 6 EF,81,71.92,2025-12-03 00:00:00
189,80,SKU-0025,Material COC 4 EF,139,28.83,2025-12-03 00:00:00
190,80,SKU-0034,Material SAE 2 EM,64,55.36,2025-12-03 00:00:00
191,80,SKU-0904,Material PGS 9 EF,151,62.98,2025-12-03 00:00:00
192,81,SKU-0045,Material NSE 9 EF,13,198.47,2023-12-30 00:00:00
193,82,SKU-0007,Material NSE 1 EM,22,58.31,2022-04-08 00:00:00
194,82,SKU-0007,Material SAE 9 EF,134,122.76,2022-04-08 00:00:00
195,82,SKU-0018,Material PGS 3 EM,146,32.11,2022-04-08 00:00:00
196,83,SKU-0903,Material PGS 8 EF,71,105.61,2023-05-30 00:00:00
197,83,SKU-0039,Material Isaac 3 EM,46,138.83,2023-05-30 00:00:00
198,84,SKU-0906,Material Isaac 6 EF,144,120.0,2022-12-14 00:00:00
199,84,SKU-0005,Material Isaac 2 EM,59,20.87,2022-12-14 00:00:00
200,84,SKU-0031,Material COC 9 EF,130,39.01,2022-12-14 00:00:00
201,85,SKU-0903,Material Isaac 3 EF,165,28.77,2023-03-13 00:00:00
202,85,SKU-0902,Material PGS 4 EF,58,186.54,2023-03-13 00:00:00
203,86,SKU-0029,Material NSE 5 EF,97,178.15,2024-11-25 00:00:00
204,86,SKU-0033,Material COC 8 EF,183,40.96,2024-11-25 00:00:00
205,86,SKU-0020,Material SAE 1 EM,96,157.19,2024-11-25 00:00:00
206,86,SKU-0036,Material NSE 3 EF,187,45.15,2024-11-25 00:00:00
207,87,SKU-0905,Material NSE 2 EM,154,52.76,2023-09-27 00:00:00
208,87,SKU-0043,Material COC 8 EF,198,216.22,2023-09-27 00:00:00
209,88,SKU-0034,Material Isaac 7 EF,23,114.93,2022-10-22 00:00:00
210,88,SKU-0058,Material Isaac 4 EF,143,74.46,2022-10-22 00:00:00
211,88,SKU-0026,Material NSE 8 EF,165,108.68,2022-10-22 00:00:00
212,89,SKU-0059,Material COC 8 EF,35,60.1,2022-09-04 00:00:00
213,89,SKU-0029,Material COC 1 EF,156,51.92,2022-09-04 00:00:00
214,89,SKU-0027,Material SAE 1 EF,173,32.71,2022-09-04 00:00:00
215,89,SKU-0047,Material COC 7 EF,194,129.57,2022-09-04 00:00:00
216,90,SKU-0006,Material NSE 1 EF,130,223.42,2025-01-15 00:00:00
217,90,SKU-0023,Material PGS 9 EF,167,140.26,2025-01-15 00:00:00
218,90,SKU-0011,Material Isaac 7 EF,51,240.6,2025-01-15 00:00:00
219,90,SKU-0004,Material NSE 1 EF,88,201.88,2025-01-15 00:00:00
220,91,SKU-0021,Material Isaac 1 EF,117,214.29,2024-03-30 00:00:00
221,92,SKU-0009,Material COC 5 EF,102,107.37,2023-12-29 00:00:00
222,92,SKU-0027,Material Isaac 2 EM,81,233.98,2023-12-29 00:00:00
223,93,SKU-0027,Material COC 1 EM,90,170.18,2023-05-28 00:00:00
224,94,SKU-0019,Material SAE 7 EF,136,249.97,2024-09-26 00:00:00
225,94,SKU-0013,Material COC 7 EF,118,54.94,2024-09-26 00:00:00
226,94,SKU-0906,Material COC 8 EF,138,222.57,2024-09-26 00:00:00
227,95,SKU-0045,Material SAE 1 EF,133,201.14,2024-02-08 00:00:00
228,96,SKU-0022,Material Isaac 2 EF,86,212.33,2024-02-17 00:00:00
229,96,SKU-0019,Material PGS 4 EF,73,97.77,2024-02-17 00:00:00
230,96,SKU-0044,Material COC 5 EF,156,95.76,2024-02-17 00:00:00
231,96,SKU-0037,Material PGS 7 EF,164,238.95,2024-02-17 00:00:00
232,97,SKU-0009,Material Isaac 9 EF,194,66.53,2022-07-09 00:00:00
233,97,SKU-0048,Material Isaac 5 EF,173,100.54,2022-07-09 00:00:00
234,98,SKU-0903,Material NSE 5 EF,111,99.68,2023-10-01 00:00:00
235,99,SKU-0058,Material NSE 3 EF,130,121.12,2024-11-11 00:00:00
236,100,SKU-0013,Material NSE 7 EF,119,96.51,2022-04-22 00:00:00
237,100,SKU-0035,Material COC 7 EF,127,234.23,2022-04-22 00:00:00
238,101,SKU-0011,Material SAE 8 EF,120,145.91,2023-03-17 00:00:00
239,102,SKU-0026,Material SAE 3 EM,115,154.02,2023-08-02 00:00:00
240,102,SKU-0049,Material SAE 2 EM,153,33.88,2023-08-02 00:00:00
241,102,SKU-0052,Material SAE 2 EF,68,97.49,2023-08-02 00:00:00
242,103,SKU-0032,Material NSE 7 EF,21,91.96,2025-05-14 00:00:00
243,103,SKU-0031,Material SAE 4 EF,132,126.83,2025-05-14 00:00:00
244,103,SKU-0021,Material NSE 2 EF,193,208.53,2025-05-14 00:00:00
245,104,SKU-0056,Material SAE 2 EF,166,117.86,2023-10-27 00:00:00
246,104,SKU-0019,Material COC 1 EM,113,197.94,2023-10-27 00:00:00
247,104,SKU-0003,Material PGS 1 EM,196,140.97,2023-10-27 00:00:00
248,105,SKU-0030,Material COC 8 EF,176,141.45,2024-07-28 00:00:00
249,105,SKU-0033,Material SAE 3 EM,20,184.11,2024-07-28 00:00:00
250,105,SKU-0042,Material NSE 5 EF,54,208.47,2024-07-28 00:00:00
251,106,SKU-0008,Material SAE 4 EF,66,245.67,2023-03-27 00:00:00
252,107,SKU-0035,Material PGS 9 EF,82,93.62,2024-05-22 00:00:00
253,107,SKU-0908,Material COC 4 EF,200,209.91,2024-05-22 00:00:00
254,108,SKU-0012,Material PGS 8 EF,110,111.28,2022-10-13 00:00:00
255,108,SKU-0025,Material PGS 4 EF,143,118.43,2022-10-13 00:00:00
256,108,SKU-0060,Material PGS 3 EM,141,142.67,2022-10-13 00:00:00
257,109,SKU-0058,Material PGS 2 EF,37,158.72,2022-02-25 00:00:00
258,109,SKU-0025,Material COC 4 EF,57,22.72,2022-02-25 00:00:00
259,109,SKU-0024,Material PGS 3 EF,193,114.71,2022-02-25 00:00:00
260,109,SKU-0021,Material PGS 3 EF,132,176.03,2022-02-25 00:00:00
261,110,SKU-0021,Material NSE 2 EM,64,215.28,2023-10-29 00:00:00
262,110,SKU-0001,Material PGS 9 EF,128,97.58,2023-10-29 00:00:00
263,111,SKU-0010,Material PGS 8 EF,155,101.53,2023-07-31 00:00:00
264,112,SKU-0034,Material NSE 7 EF,123,108.58,2024-08-27 00:00:00
265,112,SKU-0013,Material Isaac 7 EF,200,163.4,2024-08-27 00:00:00
266,112,SKU-0023,Material NSE 4 EF,29,25.63,2024-08-27 00:00:00
267,113,SKU-0019,Material SAE 1 EF,84,217.5,2025-11-24 00:00:00
268,114,SKU-0040,Material PGS 2 EM,169,112.5,2024-01-11 00:00:00
269,115,SKU-0906,Material Isaac 7 EF,156,72.71,2025-01-23 00:00:00
270,116,SKU-0021,Material Isaac 1 EF,52,123.24,2023-05-29 00:00:00
271,116,SKU-0023,Material PGS 1 EM,113,41.25,2023-05-29 00:00:00
272,117,SKU-0028,Material NSE 6 EF,86,70.78,2025-08-18 00:00:00
273,117,SKU-0008,Material SAE 7 EF,193,109.56,2025-08-18 00:00:00
274,117,SKU-0004,Material SAE 6 EF,17,206.78,2025-08-18 00:00:00
275,118,SKU-0051,Material COC 9 EF,121,21.62,2022-05-14 00:00:00
276,119,SKU-0042,Material Isaac 1 EM,141,208.73,2025-10-20 00:00:00
277,119,SKU-0905,Material PGS 2 EM,67,233.38,2025-10-20 00:00:00
278,119,SKU-0039,Material PGS 6 EF,198,41.38,2025-10-20 00:00:00
279,119,SKU-0003,Material PGS 6 EF,131,185.2,2025-10-20 00:00:00
280,120,SKU-0901,Material SAE 8 EF,71,143.64,2022-09-29 00:00:00
281,120,SKU-0048,Material Isaac 5 EF,26,230.6,2022-09-29 00:00:00
282,120,SKU-0046,Material Isaac 5 EF,53,58.58,2022-09-29 00:00:00
283,120,SKU-0015,Material NSE 1 EF,175,185.94,2022-09-29 00:00:00
284,121,SKU-0028,Material SAE 1 EF,156,210.51,2025-05-28 00:00:00
285,121,SKU-0008,Material SAE 2 EF,78,188.0,2025-05-28 00:00:00
286,121,SKU-0015,Material NSE 4 EF,128,117.29,2025-05-28 00:00:00
287,122,SKU-0008,Material PGS 2 EM,151,196.88,2023-03-10 00:00:00
288,122,SKU-0005,Material SAE 9 EF,22,200.59,2023-03-10 00:00:00
289,122,SKU-0055,Material NSE 3 EF,186,136.88,2023-03-10 00:00:00
290,123,SKU-0029,Material Isaac 7 EF,134,158.81,2024-09-19 00:00:00
291,123,SKU-0026,Material PGS 1 EM,147,25.98,2024-09-19 00:00:00
292,124,SKU-0903,Material Isaac 7 EF,49,157.46,2022-01-08 00:00:00
293,124,SKU-0035,Material NSE 2 EM,71,175.11,2022-01-08 00:00:00
294,124,SKU-0040,Material COC 1 EM,49,139.46,2022-01-08 00:00:00
295,124,SKU-0055,Material PGS 3 EM,69,154.81,2022-01-08 00:00:00
296,125,SKU-0909,Material NSE 2 EM,140,215.96,2022-04-28 00:00:00
297,125,SKU-0905,Material COC 8 EF,123,24.38,2022-04-28 00:00:00
298,126,SKU-0904,Material COC 6 EF,60,124.07,2023-09-04 00:00:00
299,126,SKU-0034,Material PGS 7 EF,142,243.13,2023-09-04 00:00:00
300,126,SKU-0013,Material SAE 6 EF,82,199.96,2023-09-04 00:00:00
301,126,SKU-0040,Material SAE 6 EF,46,94.62,2023-09-04 00:00:00
302,127,SKU-0906,Material COC 4 EF,97,244.59,2022-08-15 00:00:00
303,127,SKU-0903,Material PGS 6 EF,112,94.2,2022-08-15 00:00:00
304,128,SKU-0033,Material SAE 2 EF,17,147.43,2024-11-11 00:00:00
305,128,SKU-0046,Material NSE 4 EF,140,179.31,2024-11-11 00:00:00
306,129,SKU-0050,Material SAE 2 EM,112,31.37,2022-10-28 00:00:00
307,129,SKU-0025,Material COC 1 EM,122,187.23,2022-10-28 00:00:00
308,130,SKU-0042,Material PGS 3 EM,155,102.08,2023-10-03 00:00:00
309,131,SKU-0055,Material SAE 5 EF,42,124.81,2022-12-21 00:00:00
310,132,SKU-0035,Material SAE 8 EF,47,151.45,2022-07-18 00:00:00
311,132,SKU-0907,Material NSE 2 EM,158,102.15,2022-07-18 00:00:00
312,132,SKU-0034,Material NSE 6 EF,49,241.73,2022-07-18 00:00:00
313,132,SKU-0023,Material PGS 3 EF,82,161.34,2022-07-18 00:00:00
314,133,SKU-0050,Material Isaac 3 EF,32,157.78,2023-08-17 00:00:00
315,133,SKU-0025,Material Isaac 9 EF,149,23.1,2023-08-17 00:00:00
316,133,SKU-0032,Material SAE 3 EF,67,92.31,2023-08-17 00:00:00
317,133,SKU-0045,Material SAE 3 EM,144,195.9,2023-08-17 00:00:00
318,134,SKU-0051,Material SAE 2 EF,139,64.21,2023-07-02 00:00:00
319,134,SKU-0009,Material COC 2 EM,168,33.31,2023-07-02 00:00:00
320,135,SKU-0026,Material SAE 7 EF,124,204.16,2022-11-22 00:00:00
321,135,SKU-0031,Material PGS 9 EF,141,147.26,2022-11-22 00:00:00
322,135,SKU-0045,Material NSE 3 EM,71,176.23,2022-11-22 00:00:00
323,136,SKU-0045,Material SAE 3 EM,100,169.81,2022-04-17 00:00:00
324,136,SKU-0022,Material PGS 9 EF,168,50.98,2022-04-17 00:00:00
325,137,SKU-0026,Material COC 2 EF,112,147.57,2024-09-06 00:00:00
326,137,SKU-0035,Material Isaac 5 EF,72,91.7,2024-09-06 00:00:00
327,138,SKU-0040,Material COC 3 EM,167,194.17,2023-11-10 00:00:00
328,138,SKU-0059,Material NSE 5 EF,120,141.24,2023-11-10 00:00:00
329,139,SKU-0006,Material Isaac 2 EM,13,106.44,2024-11-16 00:00:00
330,140,SKU-0019,Material PGS 1 EM,197,62.56,2025-07-24 00:00:00
331,140,SKU-0027,Material SAE 6 EF,39,179.28,2025-07-24 00:00:00
332,141,SKU-0055,Material NSE 3 EF,49,94.04,2025-04-15 00:00:00
333,141,SKU-0046,Material SAE 3 EM,36,165.44,2025-04-15 00:00:00
334,141,SKU-0049,Material SAE 4 EF,195,216.3,2025-04-15 00:00:00
335,141,SKU-0001,Material COC 9 EF,32,161.27,2025-04-15 00:00:00
336,142,SKU-0033,Material SAE 8 EF,16,228.05,2023-05-11 00:00:00
337,142,SKU-0058,Material SAE 2 EF,191,246.53,2023-05-11 00:00:00
338,142,SKU-0047,Material PGS 7 EF,53,184.38,2023-05-11 00:00:00
339,143,SKU-0906,Material SAE 4 EF,90,220.24,2023-04-15 00:00:00
