ticket_id,tag
152,pagamento
153,urgente
153,contrato
154,cancelamento
154,acesso
154,atraso
154,pagamento
155,falta_material
156,nota_fiscal
156,urgente
157,atraso
157,falta_material
157,boleto
158,falta_material
158,cancelamento
159,material_danificado
159,suporte_técnico
159,erro_sistema
160,financeiro
160,urgente
161,acesso
161,digital
161,cancelamento
162,atraso
163,plataforma
163,senha
163,falta_material
163,atraso
164,cancelamento
164,devolução
164,login
164,boleto
165,troca
165,login
165,boleto
166,boleto
166,digital
166,material_danificado
166,atraso
167,falta_material
168,boleto
168,entrega
168,acesso
168,plataforma
169,entrega
169,plataforma
170,troca
171,troca
171,acesso
171,cancelamento
171,entrega
172,cancelamento
173,financeiro
173,material_danificado
173,cancelamento
174,falta_material
174,cancelamento
174,urgente
175,cancelamento
175,boleto
176,boleto
176,devolução
176,financeiro
176,atraso
177,suporte_técnico
177,plataforma
178,devolução
178,cancelamento
179,financeiro
179,atraso
179,pagamento
179,login
180,contrato
180,boleto
181,material_danificado
181,senha
181,atraso
182,erro_sistema
183,financeiro
183,erro_sistema
184,devolução
184,acesso
185,plataforma
186,plataforma
187,falta_material
188,senha
188,pagamento
188,material_danificado
188,cancelamento
189,nota_fiscal
189,digital
189,suporte_técnico
190,pagamento
190,financeiro
190,digital
190,plataforma
191,financeiro
192,devolução
192,acesso
192,falta_material
193,devolução
193,entrega
193,contrato
194,nota_fiscal
195,nota_fiscal
196,troca
196,financeiro
196,login
196,digital
197,boleto
197,plataforma
197,erro_sistema
198,senha
198,login
198,nota_fiscal
199,falta_material
200,digital
200,contrato
200,material_danificado
201,suporte_técnico
201,cancelamento
202,plataforma
202,suporte_técnico
202,pagamento
202,nota_fiscal
203,urgente
203,suporte_técnico
203,material_danificado
203,falta_material
204,urgente
204,cancelamento
204,falta_material
204,nota_fiscal
205,troca
205,material_danificado
206,senha
206,login
206,plataforma
207,senha
207,urgente
207,material_danificado
208,financeiro
208,login
208,cancelamento
209,entrega
209,login
210,urgente
210,contrato
210,digital
211,entrega
211,login
211,contrato
211,erro_sistema
212,urgente
212,erro_sistema
213,falta_material
214,nota_fiscal
214,atraso
215,acesso
216,atraso
216,urgente
216,boleto
216,acesso
217,falta_material
217,suporte_técnico
217,boleto
218,digital
219,devolução
219,senha
219,material_danificado
220,entrega
221,contrato
221,cancelamento
221,acesso
222,atraso
222,financeiro
223,nota_fiscal
223,financeiro
223,devolução
224,boleto
224,troca
225,digital
225,material_danificado
225,suporte_técnico
225,cancelamento
226,erro_sistema
226,login
226,pagamento
227,cancelamento
227,senha
227,digital
228,material_danificado
228,login
229,digital
229,boleto
229,atraso
230,acesso
230,entrega
230,boleto
230,urgente
231,atraso
231,senha
232,financeiro
232,material_danificado
232,devolução
232,suporte_técnico
233,falta_material
234,cancelamento
234,nota_fiscal
234,digital
235,contrato
235,troca
235,cancelamento
235,acesso
236,acesso
237,urgente
238,atraso
238,erro_sistema
238,boleto
238,entrega
239,financeiro
239,atraso
240,pagamento
241,material_danificado
241,troca
241,devolução
241,erro_sistema
242,plataforma
243,pagamento
244,cancelamento
244,entrega
245,erro_sistema
245,boleto
245,pagamento
246,login
247,acesso
247,digital
247,plataforma
247,pagamento
248,nota_fiscal
248,pagamento
249,senha
249,plataforma
249,material_danificado
250,financeiro
251,pagamento
251,contrato
251,troca
251,acesso
252,atraso
252,boleto
252,pagamento
252,material_danificado
253,nota_fiscal
253,suporte_técnico
253,troca
254,suporte_técnico
255,suporte_técnico
256,senha
257,login
257,senha
257,cancelamento
257,financeiro
258,contrato
258,cancelamento
258,troca
258,boleto
259,digital
260,cancelamento
260,login
261,boleto
261,digital
261,pagamento
262,entrega
263,material_danificado
263,erro_sistema
263,acesso
264,suporte_técnico
264,login
265,senha
265,login
266,login
266,cancelamento
266,entrega
267,urgente
268,devolução
269,atraso
269,financeiro
270,boleto
270,erro_sistema
270,pagamento
270,suporte_técnico
271,plataforma
272,atraso
272,financeiro
272,material_danificado
272,troca
273,nota_fiscal
273,boleto
273,cancelamento
273,acesso
274,boleto
274,plataforma
274,troca
275,urgente
275,senha
275,suporte_técnico
276,plataforma
276,cancelamento
277,falta_material
277,urgente
277,troca
277,cancelamento
278,senha
278,suporte_técnico
278,pagamento
279,plataforma
279,atraso
280,senha
280,boleto
280,digital
281,troca
282,suporte_técnico
283,entrega
283,plataforma
283,nota_fiscal
284,cancelamento
284,pagamento
284,digital
284,acesso
285,erro_sistema
285,cancelamento
286,erro_sistema
287,acesso
287,entrega
287,pagamento
288,troca
288,digital
289,financeiro
289,acesso
290,atraso
290,login
290,financeiro
291,pagamento
291,material_danificado
291,plataforma
291,troca
292,cancelamento
293,boleto
293,devolução
293,plataforma
294,entrega
294,falta_material
294,acesso
295,plataforma
295,senha
295,digital
295,falta_material
296,acesso
296,urgente
297,acesso
298,suporte_técnico
298,material_danificado
298,financeiro
298,troca
299,pagamento
299,login
300,digital
300,contrato
300,cancelamento
301,troca
302,suporte_técnico
302,login
302,pagamento
302,troca
303,boleto
303,atraso
303,login
303,suporte_técnico
304,senha
304,erro_sistema
305,devolução
305,cancelamento
306,boleto
306,erro_sistema
307,cancelamento
307,suporte_técnico
307,material_danificado
308,nota_fiscal
308,contrato
308,suporte_técnico
308,entrega
309,falta_material
309,login
310,material_danificado
311,pagamento
311,suporte_técnico
312,suporte_técnico
313,acesso
313,plataforma
314,pagamento
314,boleto
314,plataforma
315,acesso
316,erro_sistema
317,boleto
317,financeiro
318,senha
318,atraso
319,senha
320,falta_material
320,entrega
320,cancelamento
321,cancelamento
321,financeiro
321,acesso
322,acesso
322,atraso
322,pagamento
323,pagamento
323,financeiro
323,nota_fiscal
324,pagamento
324,nota_fiscal
324,boleto
324,acesso
325,pagamento
325,acesso
326,pagamento
326,cancelamento
326,contrato
327,plataforma
328,falta_material
328,material_danificado
328,troca
328,devolução
329,acesso
329,suporte_técnico
329,pagamento
329,devolução
330,senha
331,erro_sistema
332,urgente
332,falta_material
332,nota_fiscal
333,suporte_técnico
333,erro_sistema
333,acesso
333,atraso
334,urgente
334,senha
334,material_danificado
334,pagamento
335,devolução
336,contrato
336,atraso
337,acesso
337,login
337,boleto
338,nota_fiscal
338,pagamento
339,plataforma
340,plataforma
340,devolução
340,senha
341,atraso
342,entrega
342,cancelamento
342,urgente
342,login
343,digital
343,cancelamento
343,acesso
344,nota_fiscal
344,plataforma
344,boleto
344,senha
345,acesso
345,contrato
345,boleto
345,senha
346,financeiro
346,devolução
346,acesso
346,troca
347,boleto
347,acesso
347,cancelamento
347,senha
348,atraso
349,acesso
349,nota_fiscal
349,senha
350,cancelamento
350,pagamento
351,atraso
351,cancelamento
351,nota_fiscal
352,boleto
353,urgente
354,urgente
355,senha
355,devolução
355,suporte_técnico
356,plataforma
357,senha
357,material_danificado
357,atraso
357,nota_fiscal
358,digital
358,cancelamento
358,falta_material
358,material_danificado
359,material_danificado
359,cancelamento
359,pagamento
359,troca
360,cancelamento
361,erro_sistema
361,plataforma
361,digital
361,financeiro
362,digital
362,financeiro
363,cancelamento
363,pagamento
364,login
364,digital
365,atraso
366,boleto
367,falta_material
367,cancelamento
367,digital
368,pagamento
369,urgente
370,nota_fiscal
370,atraso
371,financeiro
371,falta_material
371,troca
372,material_danificado
372,acesso
372,entrega
372,devolução
373,devolução
373,nota_fiscal
373,financeiro
374,entrega
374,falta_material
374,cancelamento
375,pagamento
376,digital
376,nota_fiscal
377,falta_material
377,troca
377,devolução
378,entrega
379,financeiro
379,suporte_técnico
380,acesso
380,entrega
380,nota_fiscal
381,devolução
381,plataforma
381,atraso
382,digital
383,troca
384,falta_material
384,digital
384,urgente
385,pagamento
386,plataforma
386,material_danificado
386,digital
387,contrato
387,material_danificado
387,devolução
388,troca
388,login
389,financeiro
390,senha
391,entrega
391,contrato
391,digital
392,suporte_técnico
393,falta_material
394,plataforma
394,pagamento
394,senha
395,troca
395,pagamento
395,plataforma
395,devolução
396,plataforma
397,contrato
397,plataforma
397,senha
398,suporte_técnico
398,atraso
398,senha
398,erro_sistema
399,plataforma
399,boleto
399,entrega
399,material_danificado
400,nota_fiscal
400,troca
401,digital
401,cancelamento
402,suporte_técnico
402,erro_sistema
403,devolução
403,material_danificado
403,pagamento
403,financeiro
404,senha
404,urgente
404,atraso
404,boleto
405,nota_fiscal
405,acesso
405,boleto
406,nota_fiscal
407,urgente
407,troca
408,digital
408,entrega
409,digital
409,atraso
410,atraso
410,erro_sistema
410,nota_fiscal
411,suporte_técnico
412,material_danificado
412,pagamento
412,digital
412,contrato
413,contrato
414,login
414,troca
414,falta_material
414,material_danificado
415,boleto
415,contrato
415,digital
416,erro_sistema
416,login
417,erro_sistema
417,nota_fiscal
417,plataforma
418,nota_fiscal
418,suporte_técnico
418,entrega
419,falta_material
420,entrega
420,material_danificado
420,nota_fiscal
421,plataforma
421,urgente
422,senha
422,acesso
422,contrato
422,atraso
423,entrega
423,troca
424,urgente
424,pagamento
425,troca
426,plataforma
426,cancelamento
426,contrato
426,atraso
427,acesso
427,contrato
428,atraso
428,financeiro
428,login
429,plataforma
429,devolução
430,digital
430,entrega
431,devolução
431,plataforma
431,suporte_técnico
431,material_danificado
432,nota_fiscal
432,atraso
432,pagamento
432,boleto
433,material_danificado
433,boleto
433,atraso
433,troca
434,entrega
435,contrato
435,boleto
435,troca
435,plataforma
436,financeiro
436,troca
436,erro_sistema
436,nota_fiscal
437,erro_sistema
437,cancelamento
438,troca
438,senha
439,entrega
439,cancelamento
439,login
440,material_danificado
440,contrato
440,entrega
441,falta_material
441,acesso
442,material_danificado
442,devolução
442,pagamento
443,falta_material
443,devolução
443,digital
443,atraso
444,login
445,pagamento
446,urgente
447,troca
447,acesso
447,digital
448,nota_fiscal
448,atraso
448,senha
449,login
449,erro_sistema
449,cancelamento
449,atraso
450,plataforma
450,nota_fiscal
451,cancelamento
451,pagamento
451,falta_material
451,erro_sistema
452,financeiro
453,cancelamento
453,erro_sistema
453,contrato
454,falta_material
454,erro_sistema
455,atraso
455,plataforma
455,financeiro
456,cancelamento
456,acesso
456,contrato
456,troca
457,atraso
457,urgente
458,boleto
458,atraso
459,senha
459,falta_material
459,entrega
460,contrato
460,nota_fiscal
460,financeiro
460,digital
461,troca
461,boleto
461,login
461,devolução
462,senha
463,contrato
464,senha
465,financeiro
466,suporte_técnico
466,erro_sistema
466,nota_fiscal
466,plataforma
467,digital
467,urgente
468,erro_sistema
468,atraso
468,contrato
469,plataforma
469,contrato
469,login
469,urgente
470,troca
471,digital
471,suporte_técnico
472,nota_fiscal
472,atraso
473,falta_material
474,digital
474,devolução
475,material_danificado
475,senha
475,digital
476,contrato
476,digital
477,acesso
478,contrato
478,suporte_técnico
478,urgente
478,falta_material
479,falta_material
480,suporte_técnico
480,boleto
480,nota_fiscal
480,pagamento
481,entrega
481,nota_fiscal
482,erro_sistema
483,plataforma
483,suporte_técnico
484,plataforma
484,urgente
484,acesso
484,financeiro
485,financeiro
485,pagamento
486,atraso
487,financeiro
487,senha
487,contrato
488,erro_sistema
488,senha
488,plataforma
489,erro_sistema
490,pagamento
490,material_danificado
490,digital
491,urgente
492,pagamento
493,atraso
493,acesso
494,boleto
495,financeiro
496,cancelamento
496,contrato
496,material_danificado
497,falta_material
497,troca
497,cancelamento
498,pagamento
498,cancelamento
499,pagamento
499,urgente
499,atraso
500,senha
500,atraso
501,troca
502,urgente
502,financeiro
502,senha
502,devolução
503,devolução
503,pagamento
503,atraso
503,plataforma
504,contrato
504,digital
504,urgente
504,plataforma
505,troca
505,boleto
505,contrato
506,devolução
506,material_danificado
507,login
508,pagamento
508,nota_fiscal
508,devolução
508,acesso
509,cancelamento
509,nota_fiscal
510,cancelamento
510,urgente
510,boleto
510,financeiro
511,devolução
511,entrega
511,contrato
512,senha
513,pagamento
513,senha
514,falta_material
514,erro_sistema
514,senha
514,cancelamento
515,suporte_técnico
515,boleto
515,senha
516,senha
516,material_danificado
516,contrato
516,entrega
517,suporte_técnico
518,suporte_técnico
518,material_danificado
518,entrega
519,falta_material
519,boleto
519,financeiro
520,nota_fiscal
521,troca
521,erro_sistema
521,urgente
522,erro_sistema
522,contrato
523,devolução
523,material_danificado
523,digital
523,erro_sistema
524,financeiro
524,senha
524,digital
524,acesso
525,material_danificado
525,devolução
525,falta_material
526,suporte_técnico
526,urgente
527,atraso
527,acesso
527,login
527,entrega
528,material_danificado
528,erro_sistema
529,entrega
529,contrato
529,erro_sistema
529,boleto
530,senha
531,falta_material
532,nota_fiscal
532,acesso
532,contrato
533,nota_fiscal
533,contrato
533,plataforma
534,boleto
535,suporte_técnico
535,urgente
535,boleto
535,login
536,atraso
537,cancelamento
538,atraso
539,suporte_técnico
540,boleto
540,atraso
540,erro_sistema
540,acesso
541,falta_material
541,financeiro
541,digital
542,troca
542,nota_fiscal
543,nota_fiscal
544,login
545,pagamento
545,acesso
546,atraso
546,entrega
546,urgente
547,erro_sistema
547,login
548,financeiro
548,urgente
548,acesso
549,suporte_técnico
549,login
550,cancelamento
550,suporte_técnico
550,nota_fiscal
550,atraso
551,digital
551,urgente
552,erro_sistema
552,troca
552,digital
553,acesso
553,boleto
553,financeiro
554,boleto
554,cancelamento
554,financeiro
555,financeiro
555,erro_sistema
555,suporte_técnico
555,digital
556,pagamento
556,digital
556,urgente
557,senha
557,contrato
557,pagamento
558,pagamento
558,digital
558,material_danificado
558,login
559,plataforma
559,falta_material
559,urgente
560,erro_sistema
561,digital
561,material_danificado
561,senha
561,contrato
562,financeiro
563,nota_fiscal
563,cancelamento
563,erro_sistema
564,acesso
565,troca
565,urgente
566,falta_material
567,plataforma
568,erro_sistema
568,digital
568,entrega
568,contrato
569,troca
569,material_danificado
570,cancelamento
570,senha
571,plataforma
571,senha
571,contrato
572,suporte_técnico
572,erro_sistema
572,atraso
572,devolução
573,atraso
573,digital
574,erro_sistema
575,login
575,erro_sistema
576,urgente
576,senha
576,cancelamento
576,falta_material
577,boleto
578,digital
579,entrega
579,erro_sistema
579,cancelamento
579,atraso
580,pagamento
580,erro_sistema
580,atraso
580,devolução
581,contrato
581,erro_sistema
582,contrato
582,atraso
582,suporte_técnico
583,nota_fiscal
584,financeiro
584,erro_sistema
584,falta_material
584,material_danificado
585,atraso
586,login
586,suporte_técnico
586,boleto
587,devolução
588,acesso
588,senha
588,plataforma
588,boleto
589,contrato
589,erro_sistema
589,digital
589,entrega
590,financeiro
590,senha
591,atraso
591,digital
591,falta_material
591,erro_sistema
592,senha
592,urgente
592,entrega
592,digital
593,plataforma
593,contrato
593,boleto
593,cancelamento
594,material_danificado
594,boleto
595,financeiro
595,login
595,atraso
596,entrega
596,contrato
596,login
597,plataforma
597,login
597,troca
597,falta_material
598,troca
598,devolução
598,cancelamento
599,suporte_técnico
599,digital
599,financeiro
600,devolução
601,acesso
601,login
601,material_danificado
602,urgente
603,cancelamento
604,boleto
604,contrato
604,devolução
605,devolução
605,suporte_técnico
605,plataforma
606,senha
606,entrega
606,boleto
607,senha
607,acesso
607,suporte_técnico
608,boleto
608,acesso
609,erro_sistema
609,senha
609,troca
610,login
610,urgente
610,senha
610,plataforma
611,digital
612,entrega
612,contrato
613,financeiro
613,troca
613,pagamento
613,devolução
614,material_danificado
615,devolução
615,falta_material
616,suporte_técnico
616,boleto
616,pagamento
616,senha
617,digital
617,cancelamento
618,entrega
618,financeiro
618,material_danificado
619,troca
619,material_danificado
619,digital
619,atraso
620,financeiro
620,pagamento
620,digital
621,plataforma
621,material_danificado
621,troca
622,plataforma
622,suporte_técnico
623,entrega
623,plataforma
624,entrega
624,login
624,urgente
624,boleto
625,troca
626,financeiro
626,nota_fiscal
626,suporte_técnico
626,plataforma
627,plataforma
628,troca
628,erro_sistema
628,pagamento
628,falta_material
629,nota_fiscal
630,digital
630,material_danificado
630,cancelamento
630,financeiro
631,plataforma
631,senha
632,cancelamento
633,nota_fiscal
634,suporte_técnico
634,acesso
634,boleto
634,urgente
635,troca
636,material_danificado
637,cancelamento
637,atraso
637,contrato
638,falta_material
639,suporte_técnico
639,atraso
640,nota_fiscal
641,atraso
641,suporte_técnico
642,atraso
642,falta_material
642,pagamento
642,devolução
643,urgente
644,digital
644,atraso
645,atraso
645,plataforma
645,devolução
646,troca
646,contrato
647,acesso
647,atraso
648,cancelamento
648,senha
648,financeiro
649,cancelamento
649,acesso
650,suporte_técnico
650,troca
651,nota_fiscal
652,pagamento
652,digital
652,financeiro
652,falta_material
653,devolução
654,acesso
654,plataforma
654,troca
654,boleto
655,troca
655,boleto
655,digital
655,devolução
656,urgente
656,boleto
656,nota_fiscal
657,contrato
658,plataforma
658,erro_sistema
658,contrato
659,falta_material
659,suporte_técnico
659,boleto
660,cancelamento
660,login
660,digital
661,plataforma
662,plataforma
662,material_danificado
663,urgente
663,digital
663,erro_sistema
664,financeiro
664,material_danificado
665,devolução
665,login
665,atraso
666,pagamento
667,entrega
667,urgente
667,falta_material
668,financeiro
668,acesso
669,falta_material
669,urgente
669,login
670,suporte_técnico
670,plataforma
671,troca
672,atraso
672,entrega
672,cancelamento
673,login
674,digital
674,material_danificado
674,contrato
674,boleto
675,acesso
675,login
676,plataforma
676,falta_material
677,plataforma
677,digital
677,pagamento
677,devolução
678,urgente
678,boleto
678,login
679,acesso
679,erro_sistema
679,nota_fiscal
679,plataforma
680,boleto
680,plataforma
680,material_danificado
680,atraso
681,cancelamento
681,falta_material
682,financeiro
683,erro_sistema
683,contrato
684,entrega
684,suporte_técnico
685,digital
685,contrato
685,devolução
685,acesso
686,boleto
687,troca
688,login
688,financeiro
689,cancelamento
689,falta_material
690,urgente
690,financeiro
691,erro_sistema
691,atraso
691,senha
691,contrato
692,urgente
692,contrato
692,login
692,troca
693,entrega
693,material_danificado
693,troca
694,falta_material
694,pagamento
694,contrato
694,acesso
695,senha
695,falta_material
695,urgente
696,pagamento
696,material_danificado
696,digital
697,devolução
697,nota_fiscal
698,login
699,falta_material
699,material_danificado
700,pagamento
700,cancelamento
701,financeiro
702,material_danificado
702,contrato
702,nota_fiscal
703,erro_sistema
703,nota_fiscal
703,entrega
703,troca
704,financeiro
704,suporte_técnico
705,pagamento
706,financeiro
706,acesso
706,troca
707,erro_sistema
707,contrato
707,material_danificado
707,senha
708,senha
709,erro_sistema
709,suporte_técnico
710,nota_fiscal
710,erro_sistema
711,boleto
711,digital
712,atraso
712,nota_fiscal
713,suporte_técnico
714,contrato
714,boleto
714,pagamento
714,acesso
715,troca
716,nota_fiscal
716,erro_sistema
716,falta_material
716,troca
717,erro_sistema
717,suporte_técnico
718,falta_material
719,urgente
720,acesso
721,urgente
721,suporte_técnico
721,erro_sistema
721,nota_fiscal
722,material_danificado
722,login
723,atraso
723,plataforma
723,devolução
723,senha
724,digital
724,login
724,acesso
725,boleto
725,entrega
726,acesso
726,plataforma
726,entrega
726,financeiro
727,troca
727,acesso
728,nota_fiscal
728,suporte_técnico
729,falta_material
729,financeiro
730,falta_material
730,urgente
730,suporte_técnico
730,erro_sistema
731,plataforma
731,suporte_técnico
731,nota_fiscal
732,devolução
732,acesso
732,falta_material
733,atraso
733,boleto
733,urgente
734,erro_sistema
734,urgente
734,pagamento
734,login
735,financeiro
735,digital
736,login
736,troca
737,entrega
737,boleto
737,financeiro
738,digital
739,digital
739,urgente
740,contrato
740,suporte_técnico
741,senha
741,erro_sistema
741,plataforma
741,material_danificado
742,entrega
743,senha
744,cancelamento
744,erro_sistema
744,contrato
744,plataforma
745,contrato
745,acesso
745,urgente
745,devolução
746,entrega
746,atraso
747,falta_material
747,atraso
747,suporte_técnico
747,cancelamento
748,contrato
748,boleto
748,material_danificado
749,atraso
749,pagamento
749,devolução
750,urgente
750,atraso
751,troca
751,falta_material
752,devolução
752,nota_fiscal
753,urgente
753,suporte_técnico
753,financeiro
753,cancelamento
754,cancelamento
754,material_danificado
754,suporte_técnico
754,pagamento
755,contrato
755,login
755,digital
755,boleto
756,pagamento
757,troca
757,senha
758,pagamento
758,troca
759,troca
759,acesso
759,financeiro
760,cancelamento
761,falta_material
761,plataforma
761,atraso
762,contrato
762,cancelamento
763,devolução
764,suporte_técnico
765,troca
765,cancelamento
766,troca
766,pagamento
767,senha
768,digital
768,atraso
768,financeiro
769,nota_fiscal
770,acesso
771,acesso
771,nota_fiscal
772,digital
772,senha
772,material_danificado
773,material_danificado
773,plataforma
773,falta_material
773,login
774,digital
775,atraso
776,suporte_técnico
777,digital
777,login
777,senha
777,financeiro
778,cancelamento
778,nota_fiscal
778,material_danificado
778,troca
779,falta_material
779,material_danificado
779,acesso
779,digital
780,entrega
780,senha
781,devolução
781,troca
781,plataforma
782,login
782,digital
782,nota_fiscal
783,contrato
784,plataforma
784,devolução
785,devolução
785,material_danificado
785,digital
785,cancelamento
786,entrega
786,contrato
787,plataforma
787,pagamento
788,suporte_técnico
788,troca
788,boleto
789,senha
789,entrega
789,atraso
789,plataforma
790,contrato
791,troca
791,falta_material
791,erro_sistema
791,pagamento
792,erro_sistema
792,suporte_técnico
793,nota_fiscal
793,pagamento
793,devolução
793,financeiro
794,senha
794,suporte_técnico
795,pagamento
796,digital
796,material_danificado
797,acesso
797,login
797,nota_fiscal
798,login
798,atraso
799,cancelamento
799,material_danificado
799,contrato
800,senha
800,suporte_técnico
800,material_danificado
800,financeiro
801,urgente
801,atraso
802,suporte_técnico
802,nota_fiscal
802,contrato
803,falta_material
804,financeiro
805,login
805,urgente
805,cancelamento
805,digital
806,financeiro
806,suporte_técnico
807,senha
808,digital
808,urgente
808,contrato
809,pagamento
809,nota_fiscal
809,boleto
809,erro_sistema
810,entrega
810,troca
810,boleto
810,plataforma
811,acesso
811,entrega
811,plataforma
811,suporte_técnico
812,cancelamento
812,nota_fiscal
812,digital
812,atraso
813,material_danificado
813,devolução
813,boleto
814,acesso
814,atraso
814,troca
815,suporte_técnico
815,senha
815,atraso
816,urgente
816,entrega
816,falta_material
817,nota_fiscal
817,acesso
817,suporte_técnico
818,nota_fiscal
818,atraso
818,pagamento
819,senha
819,material_danificado
819,atraso
820,cancelamento
820,falta_material
821,suporte_técnico
822,nota_fiscal
822,atraso
822,erro_sistema
822,material_danificado
823,troca
824,troca
824,falta_material
825,entrega
825,acesso
826,urgente
826,cancelamento
827,erro_sistema
828,suporte_técnico
829,login
830,login
830,entrega
831,contrato
832,material_danificado
832,plataforma
833,digital
833,falta_material
834,contrato
834,troca
835,material_danificado
835,suporte_técnico
836,acesso
836,login
836,urgente
836,suporte_técnico
837,acesso
837,erro_sistema
837,financeiro
838,plataforma
838,entrega
839,cancelamento
839,digital
840,falta_material
840,suporte_técnico
840,pagamento
841,suporte_técnico
841,pagamento
841,boleto
842,login
843,nota_fiscal
844,urgente
844,falta_material
845,nota_fiscal
845,cancelamento
845,devolução
846,cancelamento
846,nota_fiscal
847,senha
848,acesso
