Id,ContractNumber,Name,AccountId,OwnerId,Status,StartDate,EndDate,Brand__c,GrandTotal,TotalPrice,Discount,MarketingModel__c,IsDeleted,CreatedDate,LastModifiedDate
800000000000000013,ARCO-2024-00013,Contrato ARCO-2024-00013,001Qs000000000000222,005Qs000000000000022,Expired,2024-01-06,2024-11-23,NSE,114401.93,158144.77,0.2766,Franquia,false,2024-03-18 00:00:00,2025-12-14 00:00:00
800000000000000014,ARCO-2025-00014,Contrato ARCO-2025-00014,001Qs000000000000252,005Qs000000000000037,Activated,2025-04-11,2025-07-17,PGS,103054.41,109225.66,0.0565,Franquia,false,2025-02-08 00:00:00,2025-05-18 00:00:00
800000000000000015,ARCO-2023-00015,Contrato ARCO-2023-00015,001Qs000000000000105,005Qs000000000000012,Cancelled,2023-05-22,2023-08-15,COC,8925.85,11251.54,0.2067,Parceiro,false,2023-02-19 00:00:00,2024-01-16 00:00:00
800000000000000016,ARCO-2023-00016,Contrato ARCO-2023-00016,001Qs000000000000174,005Qs000000000000011,Activated,2023-06-18,2023-11-12,SAE,18325.28,18645.99,0.0172,Direto,false,2023-02-20 00:00:00,2023-09-08 00:00:00
800000000000000017,ARCO-2022-00017,Contrato ARCO-2022-00017,001Qs000000000000118,005Qs000000000000014,Expired,2022-04-18,2022-10-31,COC,132418.01,149912.84,0.1167,Parceiro,false,2022-02-09 00:00:00,2024-09-02 00:00:00
800000000000000018,ARCO-2025-00018,Contrato ARCO-2025-00018,001Qs000000000000134,005Qs000000000000018,Expired,2025-05-28,2025-09-18,COC,101543.1,119560.93,0.1507,Parceiro,false,2025-01-19 00:00:00,2025-11-15 00:00:00
800000000000000019,ARCO-2022-00019,Contrato ARCO-2022-00019,001Qs000000000000262,005Qs000000000000030,Expired,2022-03-05,2022-11-12,NSE,57325.78,69133.84,0.1708,Parceiro,false,2022-01-12 00:00:00,2023-11-11 00:00:00
800000000000000020,ARCO-2025-00020,Contrato ARCO-2025-00020,001Qs000000000000234,005Qs000000000000016,Cancelled,2025-03-18,2025-10-09,COC,94277.05,124540.36,0.243,Franquia,false,2025-02-25 00:00:00,2025-11-21 00:00:00
800000000000000021,ARCO-2025-00021,Contrato ARCO-2025-00021,001Qs000000000000146,005Qs000000000000011,Cancelled,2025-05-26,2025-07-25,SAE,58552.16,81742.51,0.2837,Franquia,false,2025-03-10 00:00:00,2025-08-28 00:00:00
800000000000000022,ARCO-2022-00022,Contrato ARCO-2022-00022,001Qs000000000000166,005Qs000000000000033,Activated,2022-04-16,2022-11-19,SAE,25472.39,28639.97,0.1106,Direto,false,2022-02-27 00:00:00,2023-03-04 00:00:00
800000000000000023,ARCO-2024-00023,Contrato ARCO-2024-00023,001Qs000000000000160,005Qs000000000000030,Expired,2024-01-12,2024-10-27,PGS,8252.73,10209.99,0.1917,Direto,false,2024-02-21 00:00:00,2024-10-17 00:00:00
800000000000000024,ARCO-2025-00024,Contrato ARCO-2025-00024,001Qs000000000000070,005Qs000000000000030,Draft,2025-03-06,2025-07-30,PGS,137414.5,143274.42,0.0409,Direto,false,2025-01-09 00:00:00,2025-05-13 00:00:00
800000000000000025,ARCO-2023-00025,Contrato ARCO-2023-00025,001Qs000000000000283,005Qs000000000000007,Activated,2023-05-01,2023-09-10,COC,160446.53,169104.69,0.0512,Direto,true,2023-01-16 00:00:00,2024-09-29 00:00:00
800000000000000026,ARCO-2025-00026,Contrato ARCO-2025-00026,001Qs000000000000139,005Qs000000000000014,Draft,2025-06-21,2025-07-03,Isaac,130783.58,137089.71,0.046,Franquia,false,2025-03-10 00:00:00,2025-07-20 00:00:00
800000000000000027,ARCO-2025-00027,Contrato ARCO-2025-00027,001Qs000000000000075,005Qs000000000000020,Cancelled,2025-05-14,2025-12-12,PGS,107624.62,134195.29,0.198,Parceiro,false,2025-03-18 00:00:00,2025-04-03 00:00:00
800000000000000028,ARCO-2022-00028,Contrato ARCO-2022-00028,001Qs000000000000250,005Qs000000000000002,Activated,2022-03-05,2022-10-04,Isaac,171275.04,182207.49,0.06,Direto,true,2022-01-25 00:00:00,2025-12-31 00:00:00
800000000000000029,ARCO-2022-00029,Contrato ARCO-2022-00029,001Qs000000000000167,005Qs000000000000021,Draft,2022-06-20,2022-08-12,SAE,144252.63,146182.24,0.0132,Franquia,false,2022-03-22 00:00:00,2023-04-24 00:00:00
800000000000000030,ARCO-2023-00030,Contrato ARCO-2023-00030,001Qs000000000000337,005Qs000000000000001,Activated,2023-04-20,2023-07-31,PGS,48719.43,50319.59,0.0318,Franquia,false,2023-02-10 00:00:00,2023-04-13 00:00:00
800000000000000031,ARCO-2025-00031,Contrato ARCO-2025-00031,001Qs000000000000162,005Qs000000000000003,Activated,2025-02-26,2025-07-17,Isaac,122171.77,133302.53,0.0835,Parceiro,false,2025-02-22 00:00:00,2025-09-02 00:00:00
800000000000000032,ARCO-2025-00032,Contrato ARCO-2025-00032,001Qs000000000000104,005Qs000000000000025,Cancelled,2025-05-18,2025-11-23,COC,27376.92,38434.53,0.2877,Direto,false,2025-01-23 00:00:00,2025-09-10 00:00:00
800000000000000033,ARCO-2025-00033,Contrato ARCO-2025-00033,001Qs000000000000085,005Qs000000000000015,Activated,2025-01-05,2025-12-03,NSE,158228.87,182860.13,0.1347,Franquia,false,2025-01-02 00:00:00,2025-07-29 00:00:00
800000000000000034,ARCO-2022-00034,Contrato ARCO-2022-00034,001Qs000000000000115,005Qs000000000000024,Activated,2022-03-02,2022-10-18,PGS,124282.88,152662.92,0.1859,Direto,false,2022-01-26 00:00:00,2023-02-05 00:00:00
800000000000000035,ARCO-2025-00035,Contrato ARCO-2025-00035,001Qs000000000000158,005Qs000000000000022,Cancelled,2025-01-10,2025-08-30,COC,151864.16,185064.78,0.1794,Direto,false,2025-02-10 00:00:00,2025-04-21 00:00:00
800000000000000036,ARCO-2025-00036,Contrato ARCO-2025-00036,001Qs000000000000203,005Qs000000000000016,Draft,2025-02-28,2025-09-23,COC,67400.0,71832.04,0.0617,Franquia,false,2025-02-18 00:00:00,2025-12-23 00:00:00
800000000000000037,ARCO-2024-00037,Contrato ARCO-2024-00037,001Qs000000000000146,005Qs000000000000004,Activated,2024-06-10,2024-07-02,COC,15004.25,17600.29,0.1475,Parceiro,false,2024-01-17 00:00:00,2024-07-03 00:00:00
800000000000000038,ARCO-2023-00038,Contrato ARCO-2023-00038,001Qs000000000000341,005Qs000000000000013,Activated,2023-03-02,2023-11-07,COC,15839.43,20242.08,0.2175,Direto,false,2023-01-23 00:00:00,2024-12-11 00:00:00
800000000000000039,ARCO-2023-00039,Contrato ARCO-2023-00039,001Qs000000000000211,005Qs000000000000031,Activated,2023-05-28,2023-10-23,Isaac,182006.66,193706.53,0.0604,Direto,false,2023-02-20 00:00:00,2024-04-21 00:00:00
800000000000000040,ARCO-2023-00040,Contrato ARCO-2023-00040,001Qs000000000000301,005Qs000000000000031,Activated,2023-04-19,2023-11-07,Isaac,107733.73,123831.87,0.13,Direto,false,2023-02-24 00:00:00,2025-08-22 00:00:00
800000000000000041,ARCO-2022-00041,Contrato ARCO-2022-00041,001Qs000000000000209,005Qs000000000000020,Expired,2022-05-18,2022-08-09,PGS,106861.28,112806.17,0.0527,Direto,false,2022-02-18 00:00:00,2025-05-26 00:00:00
800000000000000042,ARCO-2025-00042,Contrato ARCO-2025-00042,001Qs000000000000087,005Qs000000000000001,Activated,2025-02-04,2025-12-31,NSE,92027.55,96505.4,0.0464,Franquia,false,2025-02-17 00:00:00,2025-12-08 00:00:00
800000000000000043,ARCO-2025-00043,Contrato ARCO-2025-00043,001Qs000000000000270,005Qs000000000000027,Activated,2025-04-06,2025-10-07,Isaac,81143.54,100462.47,0.1923,Parceiro,false,2025-02-19 00:00:00,2025-06-23 00:00:00
800000000000000044,ARCO-2023-00044,Contrato ARCO-2023-00044,001Qs000000000000282,005Qs000000000000004,Activated,2023-03-31,2023-11-08,PGS,115985.2,143280.05,0.1905,Direto,false,2023-02-01 00:00:00,2023-12-05 00:00:00
800000000000000045,ARCO-2025-00045,Contrato ARCO-2025-00045,001Qs000000000000068,005Qs000000000000017,Activated,2025-06-11,2025-12-28,NSE,108262.88,136902.99,0.2092,Direto,false,2025-03-29 00:00:00,2025-06-15 00:00:00
800000000000000046,ARCO-2024-00046,Contrato ARCO-2024-00046,001Qs000000000000182,005Qs000000000000025,Expired,2024-05-28,2024-12-17,PGS,168469.95,169095.6,0.0037,Franquia,false,2024-03-16 00:00:00,2024-06-22 00:00:00
800000000000000047,ARCO-2023-00047,Contrato ARCO-2023-00047,001Qs000000000000274,005Qs000000000000025,Activated,2023-04-20,2023-09-03,NSE,118893.97,139908.18,0.1502,Direto,false,2023-02-22 00:00:00,2025-05-10 00:00:00
800000000000000048,ARCO-2022-00048,Contrato ARCO-2022-00048,001Qs000000000000107,005Qs000000000000026,Cancelled,2022-05-27,2022-09-27,SAE,150557.86,163774.46,0.0807,Parceiro,false,2022-01-22 00:00:00,2025-01-02 00:00:00
800000000000000049,ARCO-2022-00049,Contrato ARCO-2022-00049,001Qs000000000000100,005Qs000000000000011,Draft,2022-06-28,2022-10-15,COC,86280.6,107367.59,0.1964,Direto,false,2022-01-24 00:00:00,2023-01-01 00:00:00
800000000000000050,ARCO-2023-00050,Contrato ARCO-2023-00050,001Qs000000000000309,005Qs000000000000004,Activated,2023-05-09,2023-07-29,COC,70188.55,92878.85,0.2443,Parceiro,false,2023-02-03 00:00:00,2025-10-10 00:00:00
800000000000000051,ARCO-2025-00051,Contrato ARCO-2025-00051,001Qs000000000000284,005Qs000000000000025,Cancelled,2025-06-09,2025-07-28,Isaac,165648.93,174330.59,0.0498,Direto,false,2025-01-09 00:00:00,2025-09-23 00:00:00
800000000000000052,ARCO-2022-00052,Contrato ARCO-2022-00052,001Qs000000000000175,005Qs000000000000001,Activated,2022-05-05,2022-12-20,NSE,152859.47,153304.05,0.0029,Parceiro,false,2022-01-13 00:00:00,2023-06-07 00:00:00
800000000000000053,ARCO-2022-00053,Contrato ARCO-2022-00053,001Qs000000000000249,005Qs000000000000028,Expired,2022-05-14,2022-09-07,SAE,160244.4,186765.03,0.142,Direto,false,2022-03-29 00:00:00,2024-03-03 00:00:00
800000000000000054,ARCO-2024-00054,Contrato ARCO-2024-00054,001Qs000000000000178,005Qs000000000000022,Activated,2024-06-19,2024-10-11,Isaac,77439.69,78794.96,0.0172,Parceiro,false,2024-02-28 00:00:00,2025-05-17 00:00:00
800000000000000055,ARCO-2023-00055,Contrato ARCO-2023-00055,001Qs000000000000064,005Qs000000000000024,Expired,2023-02-01,2023-11-13,PGS,47013.87,59496.17,0.2098,Franquia,false,2023-03-29 00:00:00,2025-02-03 00:00:00
800000000000000056,ARCO-2025-00056,Contrato ARCO-2025-00056,001Qs000000000000323,005Qs000000000000021,Activated,2025-06-19,2025-08-18,Isaac,4536.39,5610.18,0.1914,Franquia,false,2025-02-16 00:00:00,2025-04-24 00:00:00
800000000000000057,ARCO-2024-00057,Contrato ARCO-2024-00057,001Qs000000000000286,005Qs000000000000028,Activated,2024-06-04,2024-11-02,PGS,67770.89,83032.21,0.1838,Franquia,false,2024-03-30 00:00:00,2024-07-12 00:00:00
800000000000000058,ARCO-2025-00058,Contrato ARCO-2025-00058,001Qs000000000000206,005Qs000000000000033,Expired,2025-02-19,2025-12-30,Isaac,27781.51,32916.48,0.156,Parceiro,false,2025-03-05 00:00:00,2025-05-15 00:00:00
800000000000000059,ARCO-2024-00059,Contrato ARCO-2024-00059,001Qs000000000000340,005Qs000000000000016,Activated,2024-02-13,2024-10-23,COC,163563.29,191234.99,0.1447,Parceiro,false,2024-03-25 00:00:00,2024-07-01 00:00:00
800000000000000060,ARCO-2022-00060,Contrato ARCO-2022-00060,001Qs000000000000280,005Qs000000000000018,Cancelled,2022-01-08,2022-08-11,COC,167912.42,186155.68,0.098,Franquia,false,2022-02-02 00:00:00,2025-12-24 00:00:00
800000000000000061,ARCO-2025-00061,Contrato ARCO-2025-00061,001Qs000000000000115,005Qs000000000000022,Cancelled,2025-02-04,2025-11-14,COC,109569.12,128541.9,0.1476,Franquia,false,2025-03-18 00:00:00,2025-05-04 00:00:00
800000000000000062,ARCO-2024-00062,Contrato ARCO-2024-00062,001Qs000000000000250,005Qs000000000000015,Cancelled,2024-04-07,2024-12-15,COC,108256.54,130209.93,0.1686,Direto,false,2024-01-15 00:00:00,2025-01-23 00:00:00
800000000000000063,ARCO-2022-00063,Contrato ARCO-2022-00063,001Qs000000000000109,005Qs000000000000024,Draft,2022-03-29,2022-11-29,COC,145811.37,187756.08,0.2234,Direto,false,2022-02-18 00:00:00,2025-06-25 00:00:00
800000000000000064,ARCO-2022-00064,Contrato ARCO-2022-00064,001Qs000000000000215,005Qs000000000000024,Draft,2022-06-01,2022-11-15,COC,37130.86,42022.25,0.1164,Franquia,false,2022-03-26 00:00:00,2025-08-15 00:00:00
800000000000000065,ARCO-2023-00065,Contrato ARCO-2023-00065,001Qs000000000000106,005Qs000000000000019,Activated,2023-01-03,2023-11-15,COC,154979.83,171210.59,0.0948,Direto,false,2023-03-29 00:00:00,2024-07-10 00:00:00
800000000000000066,ARCO-2023-00066,Contrato ARCO-2023-00066,001Qs000000000000201,005Qs000000000000008,Activated,2023-06-20,2023-12-27,SAE,10574.13,11697.05,0.096,Franquia,false,2023-03-15 00:00:00,2024-08-02 00:00:00
800000000000000067,ARCO-2023-00067,Contrato ARCO-2023-00067,001Qs000000000000313,005Qs000000000000014,Activated,2023-06-30,2023-10-05,COC,12464.97,16468.45,0.2431,Franquia,false,2023-01-07 00:00:00,2025-11-01 00:00:00
800000000000000068,ARCO-2023-00068,Contrato ARCO-2023-00068,001Qs000000000000309,005Qs000000000000002,Cancelled,2023-04-11,2023-09-15,NSE,157998.07,196955.96,0.1978,Direto,false,2023-02-13 00:00:00,2024-06-06 00:00:00
800000000000000069,ARCO-2025-00069,Contrato ARCO-2025-00069,001Qs000000000000235,005Qs000000000000013,Activated,2025-04-11,2025-07-19,NSE,98766.43,107929.66,0.0849,Direto,false,2025-01-13 00:00:00,2025-06-07 00:00:00
800000000000000070,ARCO-2024-00070,Contrato ARCO-2024-00070,001Qs000000000000078,005Qs000000000000031,Cancelled,2024-03-18,2024-10-26,SAE,109691.29,132653.63,0.1731,Parceiro,false,2024-01-27 00:00:00,2024-11-10 00:00:00
800000000000000071,ARCO-2023-00071,Contrato ARCO-2023-00071,001Qs000000000000055,005Qs000000000000028,Activated,2023-05-28,2023-07-27,COC,96570.83,137271.97,0.2965,Parceiro,false,2023-01-13 00:00:00,2024-03-30 00:00:00
800000000000000072,ARCO-2025-00072,Contrato ARCO-2025-00072,001Qs000000000000144,005Qs000000000000026,Draft,2025-01-31,2025-11-09,COC,108314.18,131769.07,0.178,Parceiro,false,2025-01-16 00:00:00,2025-08-02 00:00:00
800000000000000073,ARCO-2025-00073,Contrato ARCO-2025-00073,001Qs000000000000310,005Qs000000000000006,Activated,2025-06-26,2025-11-30,PGS,153713.42,191138.3,0.1958,Franquia,false,2025-02-18 00:00:00,2025-08-19 00:00:00
800000000000000074,ARCO-2025-00074,Contrato ARCO-2025-00074,001Qs000000000000245,005Qs000000000000033,Draft,2025-01-31,2025-07-30,COC,18014.64,21114.21,0.1468,Parceiro,false,2025-03-17 00:00:00,2025-12-02 00:00:00
800000000000000075,ARCO-2024-00075,Contrato ARCO-2024-00075,001Qs000000000000099,005Qs000000000000037,Expired,2024-02-16,2024-10-07,COC,80190.03,99417.34,0.1934,Parceiro,false,2024-02-11 00:00:00,2024-06-05 00:00:00
800000000000000076,ARCO-2023-00076,Contrato ARCO-2023-00076,001Qs000000000000265,005Qs000000000000032,Cancelled,2023-01-06,2023-10-09,Isaac,95180.56,113431.73,0.1609,Franquia,false,2023-03-16 00:00:00,2024-10-03 00:00:00
800000000000000077,ARCO-2022-00077,Contrato ARCO-2022-00077,001Qs000000000000160,005Qs000000000000029,Cancelled,2022-01-31,2022-08-16,SAE,136983.96,173090.67,0.2086,Parceiro,true,2022-01-06 00:00:00,2022-12-20 00:00:00
800000000000000078,ARCO-2023-00078,Contrato ARCO-2023-00078,001Qs000000000000135,005Qs000000000000033,Draft,2023-05-24,2023-09-04,SAE,169236.93,171032.77,0.0105,Direto,false,2023-03-11 00:00:00,2023-09-23 00:00:00
800000000000000079,ARCO-2025-00079,Contrato ARCO-2025-00079,001Qs000000000000051,005Qs000000000000035,Activated,2025-03-18,2025-07-12,PGS,159985.9,189511.85,0.1558,Parceiro,false,2025-03-15 00:00:00,2025-12-08 00:00:00
800000000000000080,ARCO-2024-00080,Contrato ARCO-2024-00080,001Qs000000000000327,005Qs000000000000003,Activated,2024-06-04,2024-11-15,COC,82982.88,104565.12,0.2064,Parceiro,false,2024-01-25 00:00:00,2024-08-24 00:00:00
800000000000000081,ARCO-2024-00081,Contrato ARCO-2024-00081,001Qs000000000000165,005Qs000000000000040,Activated,2024-06-03,2024-11-19,PGS,42052.13,47127.79,0.1077,Parceiro,false,2024-03-11 00:00:00,2024-12-18 00:00:00
800000000000000082,ARCO-2024-00082,Contrato ARCO-2024-00082,001Qs000000000000252,005Qs000000000000010,Cancelled,2024-02-11,2024-10-11,NSE,67312.54,93933.21,0.2834,Parceiro,false,2024-01-10 00:00:00,2025-01-01 00:00:00
800000000000000083,ARCO-2023-00083,Contrato ARCO-2023-00083,001Qs000000000000247,005Qs000000000000010,Expired,2023-06-18,2023-12-13,SAE,135051.76,164999.1,0.1815,Direto,false,2023-02-18 00:00:00,2023-04-27 00:00:00
800000000000000084,ARCO-2023-00084,Contrato ARCO-2023-00084,001Qs000000000000090,005Qs000000000000006,Activated,2023-02-01,2023-11-14,SAE,22097.37,26448.08,0.1645,Direto,false,2023-02-04 00:00:00,2023-08-28 00:00:00
800000000000000085,ARCO-2023-00085,Contrato ARCO-2023-00085,001Qs000000000000196,005Qs000000000000008,Draft,2023-01-26,2023-10-05,COC,182926.45,195999.62,0.0667,Franquia,false,2023-02-09 00:00:00,2024-11-23 00:00:00
800000000000000086,ARCO-2025-00086,Contrato ARCO-2025-00086,001Qs000000000000099,005Qs000000000000007,Expired,2025-03-31,2025-12-27,Isaac,106708.93,116570.82,0.0846,Parceiro,false,2025-02-10 00:00:00,2025-10-17 00:00:00
800000000000000087,ARCO-2023-00087,Contrato ARCO-2023-00087,001Qs000000000000233,005Qs000000000000038,Cancelled,2023-06-23,2023-11-14,COC,82788.38,112575.98,0.2646,Direto,false,2023-01-02 00:00:00,2025-03-04 00:00:00
800000000000000088,ARCO-2023-00088,Contrato ARCO-2023-00088,001Qs000000000000116,005Qs000000000000024,Activated,2023-04-07,2023-11-23,COC,146047.68,148407.36,0.0159,Franquia,false,2023-03-19 00:00:00,2024-06-02 00:00:00
800000000000000089,ARCO-2025-00089,Contrato ARCO-2025-00089,001Qs000000000000146,005Qs000000000000015,Activated,2025-04-01,2025-10-28,SAE,94422.0,102934.7,0.0827,Franquia,false,2025-01-12 00:00:00,2025-09-04 00:00:00
800000000000000090,ARCO-2025-00090,Contrato ARCO-2025-00090,001Qs000000000000216,005Qs000000000000037,Draft,2025-06-12,2025-07-21,Isaac,18518.41,19955.18,0.072,Parceiro,false,2025-02-06 00:00:00,2025-12-09 00:00:00
800000000000000091,ARCO-2022-00091,Contrato ARCO-2022-00091,001Qs000000000000275,005Qs000000000000035,Cancelled,2022-05-11,2022-08-04,Isaac,83309.58,98532.91,0.1545,Direto,false,2022-01-02 00:00:00,2025-09-14 00:00:00
800000000000000092,ARCO-2023-00092,Contrato ARCO-2023-00092,001Qs000000000000054,005Qs000000000000034,Cancelled,2023-04-19,2023-12-27,NSE,97891.83,109193.34,0.1035,Parceiro,false,2023-03-19 00:00:00,2024-07-03 00:00:00
800000000000000093,ARCO-2023-00093,Contrato ARCO-2023-00093,001Qs000000000000328,005Qs000000000000004,Activated,2023-02-14,2023-07-20,PGS,73511.93,76574.93,0.04,Direto,false,2023-02-18 00:00:00,2023-09-22 00:00:00
800000000000000094,ARCO-2024-00094,Contrato ARCO-2024-00094,001Qs000000000000109,005Qs000000000000019,Activated,2024-06-22,2024-09-02,SAE,124520.62,167186.65,0.2552,Direto,false,2024-02-07 00:00:00,2024-12-28 00:00:00
800000000000000095,ARCO-2023-00095,Contrato ARCO-2023-00095,001Qs000000000000052,005Qs000000000000033,Cancelled,2023-06-11,2023-11-23,Isaac,59117.9,81756.19,0.2769,Direto,false,2023-03-21 00:00:00,2025-08-16 00:00:00
800000000000000096,ARCO-2025-00096,Contrato ARCO-2025-00096,001Qs000000000000080,005Qs000000000000023,Activated,2025-01-02,2025-12-05,COC,86287.18,94769.01,0.0895,Direto,false,2025-02-15 00:00:00,2025-04-05 00:00:00
800000000000000097,ARCO-2022-00097,Contrato ARCO-2022-00097,001Qs000000000000278,005Qs000000000000032,Activated,2022-02-20,2022-07-22,Isaac,79010.17,108173.83,0.2696,Parceiro,false,2022-03-26 00:00:00,2023-08-26 00:00:00
800000000000000098,ARCO-2023-00098,Contrato ARCO-2023-00098,001Qs000000000000300,005Qs000000000000018,Activated,2023-04-06,2023-09-15,Isaac,55710.94,76076.66,0.2677,Direto,false,2023-03-26 00:00:00,2025-08-07 00:00:00
800000000000000099,ARCO-2025-00099,Contrato ARCO-2025-00099,001Qs000000000000135,005Qs000000000000008,Activated,2025-04-01,2025-10-20,COC,4507.13,6132.99,0.2651,Direto,false,2025-01-06 00:00:00,2025-06-08 00:00:00
800000000000000100,ARCO-2025-00100,Contrato ARCO-2025-00100,001Qs000000000000273,005Qs000000000000018,Cancelled,2025-03-26,2025-07-09,Isaac,34096.16,36260.94,0.0597,Direto,false,2025-03-04 00:00:00,2025-12-10 00:00:00
800000000000000101,ARCO-2023-00101,Contrato ARCO-2023-00101,001Qs000000000000222,005Qs000000000000009,Activated,2023-05-09,2023-10-08,COC,21827.47,30626.45,0.2873,Direto,false,2023-03-06 00:00:00,2023-04-14 00:00:00
800000000000000102,ARCO-2023-00102,Contrato ARCO-2023-00102,001Qs000000000000077,005Qs000000000000019,Cancelled,2023-03-29,2023-10-18,SAE,152181.81,195405.51,0.2212,Direto,false,2023-01-11 00:00:00,2025-05-19 00:00:00
800000000000000103,ARCO-2025-00103,Contrato ARCO-2025-00103,001Qs000000000000182,005Qs000000000000017,Expired,2025-02-09,2025-11-08,COC,37944.55,41437.75,0.0843,Franquia,false,2025-02-24 00:00:00,2025-07-11 00:00:00
800000000000000104,ARCO-2025-00104,Contrato ARCO-2025-00104,001Qs000000000000104,005Qs000000000000010,Cancelled,2025-05-09,2025-12-04,COC,28320.93,40331.71,0.2978,Parceiro,false,2025-01-17 00:00:00,2025-10-23 00:00:00
800000000000000105,ARCO-2022-00105,Contrato ARCO-2022-00105,001Qs000000000000196,005Qs000000000000025,Activated,2022-02-07,2022-10-18,PGS,7938.17,8443.96,0.0599,Franquia,false,2022-02-09 00:00:00,2025-10-19 00:00:00
800000000000000106,ARCO-2023-00106,Contrato ARCO-2023-00106,001Qs000000000000168,005Qs000000000000008,Activated,2023-04-20,2023-10-31,SAE,14790.21,16963.2,0.1281,Direto,false,2023-02-05 00:00:00,2025-11-21 00:00:00
800000000000000107,ARCO-2024-00107,Contrato ARCO-2024-00107,001Qs000000000000272,005Qs000000000000021,Activated,2024-03-22,2024-07-13,COC,40433.48,40441.57,0.0002,Direto,false,2024-03-01 00:00:00,2025-01-12 00:00:00
800000000000000108,ARCO-2022-00108,Contrato ARCO-2022-00108,001Qs000000000000278,005Qs000000000000001,Activated,2022-03-06,2022-11-03,NSE,68968.82,75898.34,0.0913,Parceiro,false,2022-02-12 00:00:00,2024-04-08 00:00:00
800000000000000109,ARCO-2024-00109,Contrato ARCO-2024-00109,001Qs000000000000330,005Qs000000000000007,Expired,2024-04-05,2024-08-30,COC,123495.13,131798.43,0.063,Franquia,false,2024-03-18 00:00:00,2024-08-02 00:00:00
800000000000000110,ARCO-2022-00110,Contrato ARCO-2022-00110,001Qs000000000000151,005Qs000000000000022,Activated,2022-06-30,2022-10-23,SAE,181299.49,185472.62,0.0225,Franquia,false,2022-03-02 00:00:00,2023-05-19 00:00:00
800000000000000111,ARCO-2023-00111,Contrato ARCO-2023-00111,001Qs000000000000073,005Qs000000000000036,Activated,2023-02-19,2023-10-16,SAE,103830.78,112346.66,0.0758,Direto,false,2023-02-27 00:00:00,2025-01-04 00:00:00
800000000000000112,ARCO-2022-00112,Contrato ARCO-2022-00112,001Qs000000000000282,005Qs000000000000011,Draft,2022-05-04,2022-10-16,NSE,76525.63,107133.74,0.2857,Direto,false,2022-03-31 00:00:00,2022-12-21 00:00:00
