Id,ServiceContractId,ProductId,MaterialType__c,SchoolGrade__c,Segment__c,Quantity,UnitPrice,Discount,TotalPrice,CreatedDate
0Li000000000000022,800000000000000007,01t000000000000048,Impresso,7 EF,Standard,487,26.48,0.0238,12588.84,2025-02-07 00:00:00
0Li000000000000023,800000000000000007,01t000000000000026,Impresso,9 EF,Premium,422,156.18,0.0096,65275.24,2025-02-07 00:00:00
0Li000000000000024,800000000000000007,01t000000000000059,Kit Completo,1 EF,Básico,272,124.57,0.1131,30050.87,2025-02-07 00:00:00
0Li000000000000025,800000000000000007,01t000000000000056,Kit Completo,5 EF,Básico,418,111.58,0.1078,41612.6,2025-02-07 00:00:00
0Li000000000000026,800000000000000007,01t000000000000022,Kit Completo,2 EF,Básico,334,38.79,0.0151,12760.23,2025-02-07 00:00:00
0Li000000000000027,800000000000000007,01t000000000000050,Digital,2 EF,Básico,67,168.89,0.1597,9508.52,2025-02-07 00:00:00
0Li000000000000028,800000000000000008,01t000000000000040,Kit Completo,2 EM,Standard,342,298.03,0.1504,86596.55,2022-02-08 00:00:00
0Li000000000000029,800000000000000008,01t000000000000053,Kit Completo,3 EM,Premium,151,150.4,0.1779,18670.22,2022-02-08 00:00:00
0Li000000000000030,800000000000000008,01t000000000000042,Impresso,6 EF,Standard,179,40.45,0.1296,6302.17,2022-02-08 00:00:00
0Li000000000000031,800000000000000008,01t000000000000034,Digital,7 EF,Premium,409,213.92,0.164,73144.38,2022-02-08 00:00:00
0Li000000000000032,800000000000000008,01t000000000000026,Impresso,7 EF,Premium,304,102.27,0.1247,27213.15,2022-02-08 00:00:00
0Li000000000000033,800000000000000009,01t000000000000015,Kit Completo,4 EF,Básico,175,139.6,0.0518,23164.53,2023-03-25 00:00:00
0Li000000000000034,800000000000000009,01t000000000000044,Digital,2 EM,Premium,403,111.45,0.0916,40800.2,2023-03-25 00:00:00
0Li000000000000035,800000000000000010,01t000000000000060,Impresso,1 EM,Premium,191,270.11,0.143,44213.5,2025-03-01 00:00:00
0Li000000000000036,800000000000000010,01t000000000000013,Kit Completo,2 EF,Premium,405,61.52,0.0617,23378.31,2025-03-01 00:00:00
0Li000000000000037,800000000000000010,01t000000000000035,Kit Completo,3 EF,Básico,318,284.46,0.0079,89743.66,2025-03-01 00:00:00
0Li000000000000038,800000000000000010,01t000000000000023,Digital,4 EF,Básico,498,39.39,0.1741,16201.04,2025-03-01 00:00:00
0Li000000000000039,800000000000000010,01t000000000000014,Impresso,5 EF,Premium,113,104.82,0.0849,10839.05,2025-03-01 00:00:00
0Li000000000000040,800000000000000010,01t000000000000060,Impresso,3 EF,Standard,480,80.83,0.0711,36039.83,2025-03-01 00:00:00
0Li000000000000041,800000000000000011,01t000000000000054,Impresso,3 EM,Básico,495,125.03,0.0888,56394.03,2024-02-17 00:00:00
0Li000000000000042,800000000000000011,01t000000000000014,Impresso,4 EF,Premium,204,33.78,0.0877,6286.77,2024-02-17 00:00:00
0Li000000000000043,800000000000000012,01t000000000000038,Impresso,9 EF,Básico,427,54.9,0.1938,18899.18,2023-02-21 00:00:00
0Li000000000000044,800000000000000012,01t000000000000047,Digital,2 EF,Standard,274,54.08,0.1513,12575.97,2023-02-21 00:00:00
0Li000000000000045,800000000000000012,01t000000000000048,Impresso,7 EF,Premium,319,120.35,0.1991,30747.87,2023-02-21 00:00:00
0Li000000000000046,800000000000000012,01t000000000000014,Impresso,5 EF,Básico,56,243.94,0.072,12677.07,2023-02-21 00:00:00
0Li000000000000047,800000000000000012,01t000000000000008,Digital,7 EF,Standard,493,147.95,0.0015,72829.94,2023-02-21 00:00:00
0Li000000000000048,800000000000000013,01t000000000000023,Digital,7 EF,Básico,194,284.8,0.1673,46007.67,2024-03-18 00:00:00
0Li000000000000049,800000000000000013,01t000000000000020,Digital,2 EM,Standard,127,299.92,0.0169,37446.12,2024-03-18 00:00:00
0Li000000000000050,800000000000000014,01t000000000000002,Digital,6 EF,Premium,497,289.99,0.1459,123097.19,2025-02-08 00:00:00
0Li000000000000051,800000000000000014,01t000000000000010,Impresso,3 EF,Básico,443,89.72,0.1129,35258.64,2025-02-08 00:00:00
0Li000000000000052,800000000000000014,01t000000000000010,Impresso,1 EF,Básico,81,214.62,0.1525,14733.13,2025-02-08 00:00:00
0Li000000000000053,800000000000000014,01t000000000000052,Digital,6 EF,Básico,117,262.58,0.1322,26660.43,2025-02-08 00:00:00
0Li000000000000054,800000000000000014,01t000000000000027,Digital,9 EF,Premium,431,64.1,0.0345,26673.97,2025-02-08 00:00:00
0Li000000000000055,800000000000000015,01t000000000000024,Impresso,1 EF,Standard,460,278.99,0.1573,108148.24,2023-02-19 00:00:00
0Li000000000000056,800000000000000015,01t000000000000014,Impresso,5 EF,Básico,166,133.02,0.0746,20434.05,2023-02-19 00:00:00
0Li000000000000057,800000000000000015,01t000000000000021,Digital,8 EF,Premium,24,239.32,0.0663,5362.87,2023-02-19 00:00:00
0Li000000000000058,800000000000000016,01t000000000000059,Kit Completo,1 EM,Básico,218,33.02,0.0754,6655.6,2023-02-20 00:00:00
0Li000000000000059,800000000000000016,01t000000000000034,Digital,4 EF,Premium,96,64.29,0.003,6153.32,2023-02-20 00:00:00
0Li000000000000060,800000000000000016,01t000000000000027,Digital,7 EF,Básico,43,51.47,0.0951,2002.73,2023-02-20 00:00:00
0Li000000000000061,800000000000000017,01t000000000000009,Kit Completo,5 EF,Standard,448,188.92,0.1274,73853.51,2022-02-09 00:00:00
0Li000000000000062,800000000000000017,01t000000000000031,Kit Completo,2 EM,Básico,470,272.81,0.0256,124938.25,2022-02-09 00:00:00
0Li000000000000063,800000000000000017,01t000000000000024,Impresso,8 EF,Standard,499,191.81,0.1433,81997.49,2022-02-09 00:00:00
0Li000000000000064,800000000000000017,01t000000000000048,Impresso,4 EF,Básico,435,258.55,0.0393,108049.21,2022-02-09 00:00:00
0Li000000000000065,800000000000000017,01t000000000000009,Kit Completo,2 EF,Básico,422,283.84,0.0451,114378.38,2022-02-09 00:00:00
0Li000000000000066,800000000000000018,01t000000000000046,Impresso,4 EF,Premium,216,99.04,0.123,18761.35,2025-01-19 00:00:00
0Li000000000000067,800000000000000018,01t000000000000017,Kit Completo,3 EM,Standard,104,224.41,0.0602,21933.65,2025-01-19 00:00:00
0Li000000000000068,800000000000000019,01t000000000000034,Digital,3 EF,Standard,274,181.61,0.1767,40968.35,2022-01-12 00:00:00
0Li000000000000069,800000000000000019,01t000000000000028,Kit Completo,1 EF,Básico,201,205.14,0.1159,36454.22,2022-01-12 00:00:00
0Li000000000000070,800000000000000019,01t000000000000058,Digital,4 EF,Premium,419,127.81,0.0096,53038.29,2022-01-12 00:00:00
0Li000000000000071,800000000000000019,01t000000000000001,Kit Completo,4 EF,Premium,83,197.7,0.1671,13667.14,2022-01-12 00:00:00
0Li000000000000072,800000000000000019,01t000000000000026,Impresso,6 EF,Premium,175,23.28,0.0962,3682.08,2022-01-12 00:00:00
0Li000000000000073,800000000000000019,01t000000000000041,Digital,8 EF,Premium,455,248.76,0.1154,100124.16,2022-01-12 00:00:00
0Li000000000000074,800000000000000020,01t000000000000040,Kit Completo,5 EF,Básico,144,172.85,0.0236,24302.99,2025-02-25 00:00:00
0Li000000000000075,800000000000000020,01t000000000000050,Digital,3 EF,Standard,273,278.69,0.0675,70946.81,2025-02-25 00:00:00
0Li000000000000076,800000000000000020,01t000000000000022,Kit Completo,8 EF,Básico,423,264.15,0.1544,94483.5,2025-02-25 00:00:00
0Li000000000000077,800000000000000020,01t000000000000007,Impresso,5 EF,Premium,352,259.74,0.1527,77467.35,2025-02-25 00:00:00
0Li000000000000078,800000000000000020,01t000000000000051,Impresso,9 EF,Premium,197,139.42,0.0051,27325.66,2025-02-25 00:00:00
0Li000000000000079,800000000000000021,01t000000000000015,Kit Completo,3 EM,Standard,244,252.42,0.0241,60106.15,2025-03-10 00:00:00
0Li000000000000080,800000000000000021,01t000000000000009,Kit Completo,9 EF,Premium,457,117.33,0.0905,48767.22,2025-03-10 00:00:00
0Li000000000000081,800000000000000022,01t000000000000012,Impresso,9 EF,Premium,213,249.61,0.1771,43751.07,2022-02-27 00:00:00
0Li000000000000082,800000000000000022,01t000000000000010,Impresso,4 EF,Básico,440,210.56,0.1552,78267.68,2022-02-27 00:00:00
0Li000000000000083,800000000000000022,01t000000000000048,Impresso,1 EM,Básico,191,167.16,0.156,26946.86,2022-02-27 00:00:00
0Li000000000000084,800000000000000022,01t000000000000034,Digital,4 EF,Básico,34,244.07,0.0725,7696.75,2022-02-27 00:00:00
0Li000000000000085,800000000000000022,01t000000000000034,Digital,3 EF,Básico,95,124.85,0.02,11623.53,2022-02-27 00:00:00
0Li000000000000086,800000000000000022,01t000000000000041,Digital,3 EM,Premium,449,193.09,0.1686,72080.23,2022-02-27 00:00:00
0Li000000000000087,800000000000000023,01t000000000000040,Kit Completo,7 EF,Standard,227,260.32,0.0557,55801.18,2024-02-21 00:00:00
0Li000000000000088,800000000000000023,01t000000000000025,Kit Completo,8 EF,Standard,471,166.09,0.0843,71633.74,2024-02-21 00:00:00
0Li000000000000089,800000000000000023,01t000000000000021,Digital,2 EF,Standard,79,222.03,0.06,16487.95,2024-02-21 00:00:00
0Li000000000000090,800000000000000023,01t000000000000046,Impresso,3 EM,Básico,294,207.07,0.0418,58333.86,2024-02-21 00:00:00
0Li000000000000091,800000000000000023,01t000000000000039,Kit Completo,3 EF,Standard,44,36.58,0.0821,1477.38,2024-02-21 00:00:00
0Li000000000000092,800000000000000023,01t000000000000053,Kit Completo,4 EF,Standard,92,234.09,0.1614,18060.32,2024-02-21 00:00:00
0Li000000000000093,800000000000000024,01t000000000000042,Impresso,6 EF,Premium,224,129.48,0.0387,27881.08,2025-01-09 00:00:00
0Li000000000000094,800000000000000024,01t000000000000015,Kit Completo,2 EF,Básico,495,97.34,0.1785,39582.58,2025-01-09 00:00:00
0Li000000000000095,800000000000000024,01t000000000000048,Impresso,8 EF,Premium,309,284.42,0.0304,85214.05,2025-01-09 00:00:00
0Li000000000000096,800000000000000025,01t000000000000049,Digital,5 EF,Básico,177,23.02,0.0235,3978.79,2023-01-16 00:00:00
0Li000000000000097,800000000000000025,01t000000000000007,Impresso,2 EM,Standard,405,195.99,0.0942,71898.74,2023-01-16 00:00:00
0Li000000000000098,800000000000000025,01t000000000000020,Digital,8 EF,Premium,430,54.96,0.1486,20120.97,2023-01-16 00:00:00
0Li000000000000099,800000000000000025,01t000000000000005,Kit Completo,6 EF,Standard,460,294.12,0.1821,110657.94,2023-01-16 00:00:00
0Li000000000000100,800000000000000026,01t000000000000025,Kit Completo,8 EF,Standard,439,269.51,0.0226,115640.97,2025-03-10 00:00:00
0Li000000000000101,800000000000000026,01t000000000000038,Impresso,8 EF,Standard,96,265.35,0.1383,21950.6,2025-03-10 00:00:00
0Li000000000000102,800000000000000027,01t000000000000034,Digital,1 EM,Standard,62,44.8,0.1464,2370.96,2025-03-18 00:00:00
0Li000000000000103,800000000000000027,01t000000000000016,Digital,3 EM,Standard,455,257.99,0.0989,105776.03,2025-03-18 00:00:00
0Li000000000000104,800000000000000027,01t000000000000027,Digital,5 EF,Básico,39,198.66,0.173,6407.38,2025-03-18 00:00:00
0Li000000000000105,800000000000000028,01t000000000000058,Digital,2 EM,Standard,138,199.27,0.0658,25689.81,2022-01-25 00:00:00
0Li000000000000106,800000000000000028,01t000000000000023,Digital,8 EF,Premium,52,23.62,0.1426,1053.09,2022-01-25 00:00:00
0Li000000000000107,800000000000000028,01t000000000000038,Impresso,5 EF,Premium,263,81.99,0.0868,19691.67,2022-01-25 00:00:00
0Li000000000000108,800000000000000028,01t000000000000050,Digital,1 EM,Standard,433,218.39,0.1121,83962.37,2022-01-25 00:00:00
0Li000000000000109,800000000000000029,01t000000000000034,Digital,1 EM,Premium,455,279.07,0.0765,117263.12,2022-03-22 00:00:00
0Li000000000000110,800000000000000029,01t000000000000038,Impresso,1 EM,Premium,439,242.21,0.1908,86042.39,2022-03-22 00:00:00
0Li000000000000111,800000000000000029,01t000000000000008,Digital,3 EM,Básico,401,86.81,0.116,30772.76,2022-03-22 00:00:00
0Li000000000000112,800000000000000029,01t000000000000027,Digital,6 EF,Básico,427,130.25,0.1489,47335.42,2022-03-22 00:00:00
0Li000000000000113,800000000000000029,01t000000000000051,Impresso,9 EF,Premium,235,258.63,0.1147,53806.81,2022-03-22 00:00:00
0Li000000000000114,800000000000000029,01t000000000000026,Impresso,7 EF,Básico,426,245.46,0.1489,88996.09,2022-03-22 00:00:00
0Li000000000000115,800000000000000030,01t000000000000014,Impresso,6 EF,Premium,300,70.61,0.1261,18511.82,2023-02-10 00:00:00
0Li000000000000116,800000000000000030,01t000000000000019,Digital,8 EF,Standard,481,135.4,0.0057,64756.17,2023-02-10 00:00:00
0Li000000000000117,800000000000000031,01t000000000000053,Kit Completo,4 EF,Standard,359,116.33,0.1947,33631.32,2025-02-22 00:00:00
0Li000000000000118,800000000000000031,01t000000000000029,Impresso,2 EM,Standard,411,33.38,0.0916,12462.5,2025-02-22 00:00:00
0Li000000000000119,800000000000000031,01t000000000000050,Digital,9 EF,Básico,416,64.97,0.1117,24008.55,2025-02-22 00:00:00
0Li000000000000120,800000000000000031,01t000000000000021,Digital,3 EF,Standard,389,132.37,0.0697,47902.94,2025-02-22 00:00:00
0Li000000000000121,800000000000000032,01t000000000000022,Kit Completo,4 EF,Standard,190,192.59,0.148,31176.47,2025-01-23 00:00:00
0Li000000000000122,800000000000000032,01t000000000000054,Impresso,2 EM,Standard,166,48.36,0.1444,6868.55,2025-01-23 00:00:00
0Li000000000000123,800000000000000033,01t000000000000040,Kit Completo,4 EF,Standard,264,199.05,0.1513,44598.51,2025-01-02 00:00:00
0Li000000000000124,800000000000000033,01t000000000000055,Impresso,8 EF,Standard,372,155.92,0.0674,54092.89,2025-01-02 00:00:00
0Li000000000000125,800000000000000033,01t000000000000049,Digital,2 EF,Premium,91,288.61,0.0646,24566.89,2025-01-02 00:00:00
0Li000000000000126,800000000000000033,01t000000000000038,Impresso,9 EF,Standard,168,274.47,0.14,39655.43,2025-01-02 00:00:00
0Li000000000000127,800000000000000034,01t000000000000035,Kit Completo,4 EF,Premium,101,131.43,0.1391,11427.96,2022-01-26 00:00:00
0Li000000000000128,800000000000000034,01t000000000000006,Impresso,7 EF,Standard,374,187.43,0.1754,57803.49,2022-01-26 00:00:00
0Li000000000000129,800000000000000034,01t000000000000010,Impresso,3 EF,Standard,376,115.25,0.0708,40265.95,2022-01-26 00:00:00
0Li000000000000130,800000000000000034,01t000000000000007,Impresso,5 EF,Básico,442,287.7,0.1629,106448.48,2022-01-26 00:00:00
0Li000000000000131,800000000000000034,01t000000000000037,Digital,1 EF,Premium,52,110.67,0.045,5495.87,2022-01-26 00:00:00
0Li000000000000132,800000000000000034,01t000000000000036,Impresso,8 EF,Premium,89,206.91,0.0548,17405.85,2022-01-26 00:00:00
0Li000000000000133,800000000000000035,01t000000000000016,Digital,4 EF,Premium,458,83.23,0.1296,33179.07,2025-02-10 00:00:00
0Li000000000000134,800000000000000035,01t000000000000001,Kit Completo,1 EM,Standard,161,88.23,0.0042,14145.37,2025-02-10 00:00:00
0Li000000000000135,800000000000000035,01t000000000000054,Impresso,1 EM,Premium,234,136.07,0.1102,28331.57,2025-02-10 00:00:00
0Li000000000000136,800000000000000036,01t000000000000012,Impresso,1 EM,Standard,444,165.2,0.0799,67488.23,2025-02-18 00:00:00
0Li000000000000137,800000000000000036,01t000000000000048,Impresso,5 EF,Standard,143,217.89,0.1964,25038.79,2025-02-18 00:00:00
0Li000000000000138,800000000000000036,01t000000000000024,Impresso,6 EF,Básico,196,272.01,0.1874,43322.92,2025-02-18 00:00:00
0Li000000000000139,800000000000000036,01t000000000000023,Digital,3 EM,Premium,49,288.27,0.0269,13745.26,2025-02-18 00:00:00
0Li000000000000140,800000000000000036,01t000000000000051,Impresso,9 EF,Básico,285,182.11,0.0193,50899.65,2025-02-18 00:00:00
0Li000000000000141,800000000000000037,01t000000000000035,Kit Completo,4 EF,Básico,170,49.35,0.1653,7002.72,2024-01-17 00:00:00
0Li000000000000142,800000000000000037,01t000000000000023,Digital,4 EF,Standard,377,216.6,0.1953,65710.35,2024-01-17 00:00:00
0Li000000000000143,800000000000000037,01t000000000000018,Kit Completo,8 EF,Standard,304,254.25,0.092,70181.14,2024-01-17 00:00:00
0Li000000000000144,800000000000000037,01t000000000000038,Impresso,1 EF,Básico,233,38.1,0.1992,7108.94,2024-01-17 00:00:00
0Li000000000000145,800000000000000037,01t000000000000029,Impresso,8 EF,Básico,296,202.08,0.1792,49096.71,2024-01-17 00:00:00
0Li000000000000146,800000000000000038,01t000000000000005,Kit Completo,5 EF,Básico,359,119.24,0.1909,34635.27,2023-01-23 00:00:00
0Li000000000000147,800000000000000038,01t000000000000017,Kit Completo,1 EM,Standard,495,271.03,0.0055,133421.97,2023-01-23 00:00:00
0Li000000000000148,800000000000000038,01t000000000000028,Kit Completo,7 EF,Premium,370,234.02,0.0267,84275.52,2023-01-23 00:00:00
0Li000000000000149,800000000000000039,01t000000000000020,Digital,4 EF,Básico,285,215.22,0.0609,57602.23,2023-02-20 00:00:00
0Li000000000000150,800000000000000039,01t000000000000052,Digital,9 EF,Básico,458,162.23,0.0814,68253.21,2023-02-20 00:00:00
0Li000000000000151,800000000000000039,01t000000000000038,Impresso,1 EF,Básico,171,261.57,0.1942,36042.2,2023-02-20 00:00:00
0Li000000000000152,800000000000000039,01t000000000000049,Digital,2 EF,Básico,193,184.49,0.1549,30091.11,2023-02-20 00:00:00
0Li000000000000153,800000000000000039,01t000000000000005,Kit Completo,4 EF,Premium,281,135.84,0.0322,36941.93,2023-02-20 00:00:00
0Li000000000000154,800000000000000040,01t000000000000050,Digital,1 EF,Básico,398,297.09,0.1671,98483.61,2023-02-24 00:00:00
0Li000000000000155,800000000000000040,01t000000000000060,Impresso,2 EF,Standard,263,224.03,0.0664,55007.61,2023-02-24 00:00:00
0Li000000000000156,800000000000000040,01t000000000000037,Digital,7 EF,Standard,368,285.73,0.0775,96999.62,2023-02-24 00:00:00
0Li000000000000157,800000000000000040,01t000000000000045,Digital,2 EF,Standard,252,58.78,0.0687,13794.94,2023-02-24 00:00:00
0Li000000000000158,800000000000000040,01t000000000000023,Digital,8 EF,Premium,100,218.03,0.1758,17970.03,2023-02-24 00:00:00
0Li000000000000159,800000000000000040,01t000000000000012,Impresso,2 EM,Básico,143,132.4,0.0453,18075.53,2023-02-24 00:00:00
0Li000000000000160,800000000000000041,01t000000000000022,Kit Completo,1 EF,Básico,241,230.51,0.1048,49730.97,2022-02-18 00:00:00
0Li000000000000161,800000000000000041,01t000000000000004,Digital,3 EF,Premium,295,36.56,0.0746,9980.62,2022-02-18 00:00:00
0Li000000000000162,800000000000000042,01t000000000000001,Kit Completo,1 EM,Básico,12,111.52,0.0613,1256.21,2025-02-17 00:00:00
0Li000000000000163,800000000000000042,01t000000000000024,Impresso,2 EM,Básico,449,39.43,0.0345,17093.28,2025-02-17 00:00:00
0Li000000000000164,800000000000000042,01t000000000000032,Kit Completo,2 EF,Básico,103,169.86,0.1952,14080.44,2025-02-17 00:00:00
0Li000000000000165,800000000000000042,01t000000000000059,Kit Completo,8 EF,Básico,89,187.92,0.1148,14804.86,2025-02-17 00:00:00
0Li000000000000166,800000000000000042,01t000000000000055,Impresso,8 EF,Premium,460,236.16,0.1015,97607.29,2025-02-17 00:00:00
0Li000000000000167,800000000000000042,01t000000000000040,Kit Completo,2 EF,Standard,29,281.88,0.1776,6722.73,2025-02-17 00:00:00
0Li000000000000168,800000000000000043,01t000000000000007,Impresso,3 EF,Premium,188,211.25,0.118,35028.63,2025-02-19 00:00:00
0Li000000000000169,800000000000000043,01t000000000000032,Kit Completo,6 EF,Standard,108,188.98,0.1995,16338.08,2025-02-19 00:00:00
0Li000000000000170,800000000000000043,01t000000000000060,Impresso,8 EF,Premium,347,173.43,0.0778,55498.19,2025-02-19 00:00:00
0Li000000000000171,800000000000000043,01t000000000000043,Impresso,3 EF,Premium,293,38.33,0.0492,10678.14,2025-02-19 00:00:00
0Li000000000000172,800000000000000044,01t000000000000013,Kit Completo,8 EF,Básico,416,133.2,0.0717,51438.22,2023-02-01 00:00:00
0Li000000000000173,800000000000000044,01t000000000000046,Impresso,9 EF,Premium,396,254.94,0.0198,98957.31,2023-02-01 00:00:00
0Li000000000000174,800000000000000044,01t000000000000043,Impresso,1 EM,Básico,345,109.75,0.1055,33869.12,2023-02-01 00:00:00
0Li000000000000175,800000000000000044,01t000000000000035,Kit Completo,4 EF,Standard,277,130.37,0.1093,32165.39,2023-02-01 00:00:00
0Li000000000000176,800000000000000044,01t000000000000021,Digital,2 EM,Standard,79,145.41,0.0396,11032.49,2023-02-01 00:00:00
0Li000000000000177,800000000000000045,01t000000000000028,Kit Completo,2 EF,Standard,203,43.07,0.0048,8701.24,2025-03-29 00:00:00
0Li000000000000178,800000000000000045,01t000000000000036,Impresso,5 EF,Básico,257,190.71,0.0612,46012.91,2025-03-29 00:00:00
0Li000000000000179,800000000000000045,01t000000000000045,Digital,2 EF,Standard,38,167.71,0.0083,6320.08,2025-03-29 00:00:00
0Li000000000000180,800000000000000045,01t000000000000058,Digital,3 EF,Básico,310,229.4,0.1143,62985.67,2025-03-29 00:00:00
0Li000000000000181,800000000000000045,01t000000000000021,Digital,5 EF,Standard,388,33.43,0.0056,12898.2,2025-03-29 00:00:00
0Li000000000000182,800000000000000046,01t000000000000023,Digital,7 EF,Básico,285,34.68,0.1651,8251.98,2024-03-16 00:00:00
0Li000000000000183,800000000000000046,01t000000000000033,Digital,2 EM,Básico,278,257.78,0.1017,64374.73,2024-03-16 00:00:00
0Li000000000000184,800000000000000046,01t000000000000003,Digital,3 EF,Premium,476,80.06,0.0914,34625.44,2024-03-16 00:00:00
0Li000000000000185,800000000000000047,01t000000000000005,Kit Completo,2 EM,Básico,375,77.01,0.0413,27686.06,2023-02-22 00:00:00
0Li000000000000186,800000000000000047,01t000000000000001,Kit Completo,3 EM,Premium,33,278.18,0.0412,8801.73,2023-02-22 00:00:00
0Li000000000000187,800000000000000047,01t000000000000060,Impresso,6 EF,Premium,158,21.33,0.0481,3208.04,2023-02-22 00:00:00
0Li000000000000188,800000000000000047,01t000000000000025,Kit Completo,7 EF,Premium,433,83.94,0.1835,29676.53,2023-02-22 00:00:00
0Li000000000000189,800000000000000048,01t000000000000010,Impresso,7 EF,Básico,316,88.93,0.1337,24344.66,2022-01-22 00:00:00
0Li000000000000190,800000000000000048,01t000000000000037,Digital,4 EF,Básico,373,261.85,0.1252,85441.76,2022-01-22 00:00:00
0Li000000000000191,800000000000000048,01t000000000000048,Impresso,7 EF,Standard,477,96.33,0.1381,39603.8,2022-01-22 00:00:00
0Li000000000000192,800000000000000049,01t000000000000018,Kit Completo,8 EF,Standard,441,272.3,0.1633,100474.53,2022-01-24 00:00:00
0Li000000000000193,800000000000000049,01t000000000000039,Kit Completo,3 EM,Standard,15,195.43,0.0791,2699.57,2022-01-24 00:00:00
0Li000000000000194,800000000000000049,01t000000000000009,Kit Completo,2 EF,Premium,349,213.06,0.0141,73309.49,2022-01-24 00:00:00
0Li000000000000195,800000000000000049,01t000000000000011,Impresso,9 EF,Standard,471,241.53,0.0133,112247.61,2022-01-24 00:00:00
0Li000000000000196,800000000000000049,01t000000000000011,Impresso,3 EM,Básico,493,227.23,0.1911,90616.53,2022-01-24 00:00:00
0Li000000000000197,800000000000000050,01t000000000000019,Digital,5 EF,Premium,284,100.2,0.1711,23587.84,2023-02-03 00:00:00
0Li000000000000198,800000000000000050,01t000000000000049,Digital,4 EF,Premium,71,130.57,0.1771,7628.67,2023-02-03 00:00:00
0Li000000000000199,800000000000000050,01t000000000000036,Impresso,1 EF,Standard,443,159.43,0.0254,68833.55,2023-02-03 00:00:00
0Li000000000000200,800000000000000050,01t000000000000031,Kit Completo,7 EF,Premium,65,51.19,0.0076,3302.06,2023-02-03 00:00:00
0Li000000000000201,800000000000000050,01t000000000000006,Impresso,7 EF,Básico,400,214.21,0.0135,84527.27,2023-02-03 00:00:00
0Li000000000000202,800000000000000051,01t000000000000029,Impresso,1 EF,Básico,388,59.97,0.1194,20490.12,2025-01-09 00:00:00
0Li000000000000203,800000000000000051,01t000000000000060,Impresso,4 EF,Básico,267,234.7,0.0378,60296.17,2025-01-09 00:00:00
0Li000000000000204,800000000000000051,01t000000000000021,Digital,6 EF,Standard,32,179.26,0.1897,4648.14,2025-01-09 00:00:00
0Li000000000000205,800000000000000051,01t000000000000059,Kit Completo,2 EM,Premium,99,118.03,0.0401,11216.4,2025-01-09 00:00:00
0Li000000000000206,800000000000000052,01t000000000000025,Kit Completo,4 EF,Premium,88,285.11,0.1011,22553.11,2022-01-13 00:00:00
