Id,Name,RazaoSocial__c,CNPJ__c,Type,ParentId,Phone,BillingCity,BillingState,SalesModality__c,Segment__c,OwnerId,IsDeleted,CreatedDate,LastModifiedDate
001Qs000000000000030,Rede Lopes Educação,Rede Lopes Educação LTDA,82.307.681/0409-15,Network,,+55 51 7839 0847,Ribeirão Preto,SP,Consultivo,Premium,005Qs000000000000034,false,2022-11-16 00:00:00,2023-07-24 00:00:00
001Qs000000000000031,Rede Sousa Educação,Rede Sousa Educação LTDA,94.353.344/8571-42,Network,,+55 (041) 0766 1771,Campinas,SP,Indireto,Premium,005Qs000000000000001,false,2023-06-11 00:00:00,2023-10-13 00:00:00
001Qs000000000000032,Rede Duarte Educação,Rede Duarte Educação LTDA,38.585.424/9321-49,Network,,+55 21 5921 2499,Santos,SP,Digital,Standard,005Qs000000000000004,false,2022-05-14 00:00:00,2023-07-30 00:00:00
001Qs000000000000033,Rede Pereira Educação,Rede Pereira Educação LTDA,70.160.166/2997-95,Network,,81 5698-4789,Santos,SP,Indireto,Premium,005Qs000000000000035,false,2022-03-22 00:00:00,2025-08-12 00:00:00
001Qs000000000000034,Rede da Cunha Educação,Rede da Cunha Educação LTDA,79.217.174/7733-29,Network,,(021) 1183-6736,Santos,SP,Indireto,Standard,005Qs000000000000012,false,2022-12-05 00:00:00,2025-09-15 00:00:00
001Qs000000000000035,Rede Alves Educação,Rede Alves Educação LTDA,57.701.715/7724-59,Network,,(081) 7661 5654,Sorocaba,SP,Consultivo,Básico,005Qs000000000000007,false,2023-02-20 00:00:00,2025-10-15 00:00:00
001Qs000000000000036,Rede Borges Educação,Rede Borges Educação LTDA,15.814.876/9639-38,Network,,31 2711 1161,Campinas,SP,Indireto,Standard,005Qs000000000000005,false,2022-12-15 00:00:00,2024-01-30 00:00:00
001Qs000000000000037,Rede da Conceição Educação,Rede da Conceição Educação LTDA,96.695.832/1971-99,Network,,31 2809 8851,Ribeirão Preto,SP,Indireto,Básico,005Qs000000000000007,false,2023-04-01 00:00:00,2023-12-28 00:00:00
001Qs000000000000038,Rede Rocha Educação,Rede Rocha Educação LTDA,46.191.965/7013-29,Network,,81 5604 9451,São Paulo,SP,Consultivo,Básico,005Qs000000000000010,false,2023-04-09 00:00:00,2024-12-26 00:00:00
001Qs000000000000039,Rede Oliveira Educação,Rede Oliveira Educação LTDA,46.997.335/4946-51,Network,,0500 832 7315,Sorocaba,SP,Consultivo,Básico,005Qs000000000000033,false,2023-02-18 00:00:00,2025-11-14 00:00:00
001Qs000000000000040,Rede Pastor Educação,Rede Pastor Educação LTDA,24.058.008/5140-36,Network,,84 5149-3689,Sorocaba,SP,Indireto,Básico,005Qs000000000000021,false,2023-01-27 00:00:00,2024-08-19 00:00:00
001Qs000000000000041,Rede Almeida Educação,Rede Almeida Educação LTDA,66.832.723/8656-24,Network,,0800-809-4024,Campinas,SP,Consultivo,Premium,005Qs000000000000005,false,2022-01-17 00:00:00,2023-11-25 00:00:00
001Qs000000000000042,Rede Teixeira Educação,Rede Teixeira Educação LTDA,76.212.679/6927-86,Network,,(041) 5502 2961,Sorocaba,SP,Indireto,Standard,005Qs000000000000023,false,2022-08-20 00:00:00,2024-01-07 00:00:00
001Qs000000000000043,Rede Rocha Educação,Rede Rocha Educação LTDA,69.097.384/6895-00,Network,,+55 (011) 0183-6675,Sorocaba,SP,Indireto,Básico,005Qs000000000000024,false,2022-04-26 00:00:00,2025-02-14 00:00:00
001Qs000000000000044,Rede da Mata Educação,Rede da Mata Educação LTDA,71.284.781/8913-71,Network,,+55 (031) 5459-9102,Sorocaba,SP,Digital,Standard,005Qs000000000000040,false,2022-02-24 00:00:00,2024-06-16 00:00:00
001Qs000000000000045,Rede Oliveira Educação,Rede Oliveira Educação LTDA,80.778.795/6544-20,Network,,+55 (031) 9014-7679,Sorocaba,SP,Digital,Standard,005Qs000000000000037,false,2022-09-24 00:00:00,2023-09-01 00:00:00
001Qs000000000000046,Rede Aparecida Educação,Rede Aparecida Educação LTDA,79.290.490/4712-81,Network,,(031) 6438-1561,Santos,SP,Indireto,Premium,005Qs000000000000040,false,2022-10-15 00:00:00,2024-04-07 00:00:00
001Qs000000000000047,Rede Teixeira Educação,Rede Teixeira Educação LTDA,40.192.927/5243-72,Network,,(011) 9784 0369,Sorocaba,SP,Consultivo,Standard,005Qs000000000000006,false,2022-05-29 00:00:00,2025-03-01 00:00:00
001Qs000000000000048,Rede Sá Educação,Rede Sá Educação LTDA,27.663.723/9504-10,Network,,+55 (081) 0343 2445,Campinas,SP,Indireto,Standard,005Qs000000000000031,false,2022-11-05 00:00:00,2024-10-30 00:00:00
001Qs000000000000049,Rede Cavalcanti Educação,Rede Cavalcanti Educação LTDA,83.667.428/6047-65,Network,,+55 71 0762 2683,Sorocaba,SP,Digital,Premium,005Qs000000000000007,false,2023-06-29 00:00:00,2025-04-13 00:00:00
001Qs000000000000050,Rede Melo Educação,Rede Melo Educação LTDA,56.945.441/4967-39,Network,,21 8516-0607,Campinas,SP,Digital,Standard,005Qs000000000000012,false,2022-11-17 00:00:00,2025-01-11 00:00:00
001Qs000000000000051,Alves Colégio,Alves e Filhos,10.433.218/1960-01,School,001Qs000000000000001,+55 11 5969 6641,Maceió,AL,Consultivo,Standard,005Qs000000000000007,false,2023-06-22 00:00:00,2023-10-15 00:00:00
001Qs000000000000052,da Instituto,da Cruz,33.890.838/6379-40,School,,71 0529 7516,Goiânia,GO,Digital,Standard,005Qs000000000000017,false,2022-07-17 00:00:00,2023-08-04 00:00:00
001Qs000000000000053,Carvalho Colégio,Carvalho Sousa S/A,26.542.351/1615-59,School,001Qs000000000000006,+55 51 3696 8164,Feira de Santana,BA,Digital,Básico,005Qs000000000000014,false,2022-05-05 00:00:00,2025-06-25 00:00:00
001Qs000000000000054,Pastor Instituto,Pastor - ME,40.781.618/4959-31,School,,(081) 3521 8188,Maceió,AL,Digital,Premium,005Qs000000000000025,false,2022-07-09 00:00:00,2023-10-22 00:00:00
001Qs000000000000055,Alves Instituto,Alves S/A,03.413.164/7525-53,School,,+55 (071) 5523-1243,Campo Grande,MS,Indireto,Básico,005Qs000000000000005,false,2023-04-10 00:00:00,2024-04-09 00:00:00
001Qs000000000000056,da Colégio,da Conceição Montenegro - EI,41.928.327/6483-50,School,,+55 (051) 9212-7799,Olinda,PE,Digital,Standard,005Qs000000000000017,false,2022-06-15 00:00:00,2025-09-07 00:00:00
001Qs000000000000057,Novais Escola,Novais S.A.,30.564.139/5376-72,School,001Qs000000000000050,(041) 9955-2717,Maceió,AL,Indireto,Standard,005Qs000000000000004,false,2022-09-22 00:00:00,2025-10-10 00:00:00
001Qs000000000000058,Câmara Instituto,Câmara,42.388.496/9653-28,School,,(031) 4490-5814,João Pessoa,PB,Indireto,Premium,005Qs000000000000040,false,2023-02-07 00:00:00,2023-12-30 00:00:00
001Qs000000000000059,Pastor Colégio,Pastor,71.012.269/1669-78,School,,(061) 7005-4119,Maceió,AL,Digital,Standard,005Qs000000000000014,false,2022-04-19 00:00:00,2024-09-25 00:00:00
001Qs000000000000060,Abreu Escola,Abreu,48.018.451/4627-04,School,,0300-867-9807,Blumenau,SC,Consultivo,Premium,005Qs000000000000037,false,2022-09-14 00:00:00,2025-09-03 00:00:00
001Qs000000000000061,Sampaio Instituto,Sampaio Lima Ltda.,82.814.893/2528-80,School,,0500 359 7820,Brasília,DF,Consultivo,Básico,005Qs000000000000001,false,2022-02-08 00:00:00,2025-05-11 00:00:00
001Qs000000000000062,Cassiano Centro Educacional,Cassiano,95.701.543/0391-17,School,,(041) 1518-2037,Maceió,AL,Indireto,Standard,005Qs000000000000037,false,2022-01-04 00:00:00,2024-12-09 00:00:00
001Qs000000000000063,Teixeira Escola,Teixeira Fernandes S/A,18.227.824/8963-83,School,,(031) 8892-5546,Olinda,PE,Indireto,Standard,005Qs000000000000026,false,2022-03-13 00:00:00,2025-01-04 00:00:00
001Qs000000000000064,Garcia Colégio,Garcia S/A,46.578.713/3150-98,School,001Qs000000000000025,81 5905 1518,Belém,PA,Indireto,Premium,005Qs000000000000037,false,2023-01-03 00:00:00,2024-06-06 00:00:00
001Qs000000000000065,Ferreira Centro Educacional,Ferreira,39.301.031/0518-34,School,,51 4492 5192,Porto Alegre,RS,Digital,Básico,005Qs000000000000006,false,2023-01-10 00:00:00,2024-12-29 00:00:00
001Qs000000000000066,Aparecida Colégio,Aparecida,73.829.973/7631-16,School,,(084) 4629 1486,Feira de Santana,BA,Indireto,Standard,005Qs000000000000013,false,2022-06-30 00:00:00,2025-01-18 00:00:00
001Qs000000000000067,Nascimento Instituto,Nascimento,56.670.106/5133-38,School,001Qs000000000000025,(071) 2816 8505,Maringá,PR,Indireto,Básico,005Qs000000000000025,false,2022-04-20 00:00:00,2025-04-06 00:00:00
001Qs000000000000068,Garcia Escola,Garcia S/A,72.624.731/7810-80,School,,(041) 2357 3322,Porto Alegre,RS,Digital,Standard,005Qs000000000000013,false,2022-05-24 00:00:00,2023-08-06 00:00:00
001Qs000000000000069,Pires Centro Educacional,Pires,13.267.736/0260-64,School,001Qs000000000000047,+55 11 4188 8059,Campo Grande,MS,Consultivo,Standard,005Qs000000000000025,false,2022-03-06 00:00:00,2025-09-19 00:00:00
001Qs000000000000070,Oliveira Centro Educacional,Oliveira,74.687.234/3098-05,School,,+55 81 9622 2927,Natal,RN,Digital,Standard,005Qs000000000000002,false,2022-02-07 00:00:00,2024-06-12 00:00:00
001Qs000000000000071,Santos Centro Educacional,Santos Azevedo S/A,00.978.820/8121-91,School,001Qs000000000000047,+55 (061) 6537 9473,Uberlândia,MG,Consultivo,Premium,005Qs000000000000034,false,2023-04-15 00:00:00,2025-05-25 00:00:00
001Qs000000000000072,Vargas Instituto,Vargas da Rocha S/A,36.193.990/9169-98,School,,61 3473-5977,Maringá,PR,Digital,Básico,005Qs000000000000015,false,2022-03-15 00:00:00,2023-08-07 00:00:00
001Qs000000000000073,Brito Escola,Brito Garcia Ltda.,54.353.462/4751-07,School,,(011) 6886 2392,Natal,RN,Consultivo,Standard,005Qs000000000000040,false,2022-02-16 00:00:00,2024-03-05 00:00:00
001Qs000000000000074,Porto Escola,Porto,99.118.384/2513-54,School,,+55 61 0758-1814,São Luís,MA,Consultivo,Básico,005Qs000000000000004,false,2022-11-11 00:00:00,2025-10-18 00:00:00
001Qs000000000000075,Castro Instituto,Castro,27.849.808/4124-11,School,,+55 21 2478 2613,Vitória,ES,Consultivo,Básico,005Qs000000000000005,false,2022-04-19 00:00:00,2023-10-25 00:00:00
001Qs000000000000076,Fogaça Colégio,Fogaça,82.449.353/4874-01,School,,(041) 5060-6853,Manaus,AM,Consultivo,Premium,005Qs000000000000013,false,2023-03-13 00:00:00,2024-06-10 00:00:00
001Qs000000000000077,Rios Centro Educacional,Rios da Mata e Filhos,64.005.242/7868-01,School,,51 1530 5152,Olinda,PE,Digital,Standard,005Qs000000000000021,false,2022-05-04 00:00:00,2025-05-31 00:00:00
001Qs000000000000078,Pereira Colégio,Pereira e Filhos,12.805.982/6204-50,School,,+55 84 0472 7790,Belém,PA,Consultivo,Premium,005Qs000000000000038,false,2022-06-27 00:00:00,2024-06-08 00:00:00
001Qs000000000000079,Nascimento Instituto,Nascimento Siqueira S.A.,53.315.869/2322-60,School,001Qs000000000000018,+55 21 0432 8986,João Pessoa,PB,Indireto,Premium,005Qs000000000000024,false,2022-06-18 00:00:00,2024-09-22 00:00:00
001Qs000000000000080,Martins Colégio,Martins Garcia Ltda.,25.634.216/0733-75,School,001Qs000000000000038,+55 61 4341 0369,São Luís,MA,Consultivo,Básico,005Qs000000000000040,false,2023-01-21 00:00:00,2025-09-04 00:00:00
001Qs000000000000081,Rodrigues Colégio,Rodrigues Duarte S/A,43.303.654/1458-68,School,001Qs000000000000032,(051) 1179-8089,Juazeiro do Norte,CE,Consultivo,Premium,005Qs000000000000006,false,2022-10-18 00:00:00,2024-08-30 00:00:00
001Qs000000000000082,Andrade Instituto,Andrade Dias - ME,50.142.940/1965-56,School,,+55 41 2460-9539,Recife,PE,Indireto,Básico,005Qs000000000000009,false,2022-07-31 00:00:00,2023-11-24 00:00:00
001Qs000000000000083,Azevedo Centro Educacional,Azevedo,98.169.340/6088-35,School,,84 2185 1888,Anápolis,GO,Indireto,Premium,005Qs000000000000012,false,2022-02-08 00:00:00,2025-03-02 00:00:00
001Qs000000000000084,Nunes Colégio,Nunes Silva Ltda.,61.595.148/4656-48,School,001Qs000000000000032,21 8067-0654,Fortaleza,CE,Consultivo,Básico,005Qs000000000000020,false,2022-12-23 00:00:00,2024-09-01 00:00:00
001Qs000000000000085,Rezende Escola,Rezende Monteiro - ME,23.662.994/6804-43,School,001Qs000000000000016,+55 (031) 5153 1952,São Paulo,SP,Digital,Premium,005Qs000000000000040,false,2023-01-06 00:00:00,2025-11-30 00:00:00
001Qs000000000000086,Casa Colégio,Casa Grande,69.957.773/8721-48,School,,+55 (061) 5852 7722,João Pessoa,PB,Consultivo,Standard,005Qs000000000000014,false,2022-10-11 00:00:00,2023-08-24 00:00:00
001Qs000000000000087,Carvalho Colégio,Carvalho,95.134.332/0037-91,School,001Qs000000000000010,+55 (084) 7043 0305,Manaus,AM,Indireto,Standard,005Qs000000000000012,false,2022-06-13 00:00:00,2025-05-17 00:00:00
001Qs000000000000088,Souza Escola,Souza Novais - EI,76.936.763/2016-32,School,,(041) 8687 4034,Belém,PA,Indireto,Standard,005Qs000000000000014,false,2023-03-22 00:00:00,2024-03-14 00:00:00
001Qs000000000000089,Souza Centro Educacional,Souza,87.083.172/7889-57,School,,11 0541 5667,Brasília,DF,Indireto,Premium,005Qs000000000000007,false,2022-02-23 00:00:00,2025-01-01 00:00:00
001Qs000000000000090,Pacheco Escola,Pacheco,98.687.277/4348-73,School,001Qs000000000000002,51 5277 5841,Vitória,ES,Consultivo,Premium,005Qs000000000000016,false,2023-04-01 00:00:00,2025-02-26 00:00:00
001Qs000000000000091,Fonseca Centro Educacional,Fonseca,47.143.455/8122-36,School,,(011) 1692-8451,Londrina,PR,Digital,Básico,005Qs000000000000021,false,2022-08-24 00:00:00,2025-09-05 00:00:00
001Qs000000000000092,Carvalho Instituto,Carvalho Moraes - ME,23.166.587/6036-69,School,001Qs000000000000015,+55 21 5447 9627,João Pessoa,PB,Digital,Standard,005Qs000000000000013,false,2023-01-20 00:00:00,2025-12-29 00:00:00
001Qs000000000000093,Sá Instituto,Sá S/A,09.670.546/6889-37,School,001Qs000000000000031,(084) 7059 6401,Juazeiro do Norte,CE,Consultivo,Standard,005Qs000000000000010,false,2022-08-10 00:00:00,2025-03-16 00:00:00
001Qs000000000000094,Cassiano Colégio,Cassiano e Filhos,34.670.656/2729-80,School,,71 5820 2970,João Pessoa,PB,Consultivo,Standard,005Qs000000000000013,false,2023-01-03 00:00:00,2024-04-02 00:00:00
001Qs000000000000095,Vieira Colégio,Vieira Rodrigues - ME,69.901.627/2046-53,School,001Qs000000000000009,+55 81 1355 6909,Maceió,AL,Digital,Premium,005Qs000000000000018,false,2022-05-20 00:00:00,2023-10-22 00:00:00
001Qs000000000000096,Gomes Instituto,Gomes - ME,75.564.641/7080-53,School,,+55 (021) 7557-1928,Belém,PA,Consultivo,Standard,005Qs000000000000015,false,2022-10-30 00:00:00,2025-03-10 00:00:00
001Qs000000000000097,Moura Escola,Moura,10.033.092/3271-93,School,001Qs000000000000041,21 6543 1027,São Luís,MA,Consultivo,Básico,005Qs000000000000036,false,2022-08-24 00:00:00,2023-09-27 00:00:00
001Qs000000000000098,Novaes Instituto,Novaes,74.529.912/4190-49,School,,41 6814-4739,Joinville,SC,Consultivo,Básico,005Qs000000000000031,false,2023-04-19 00:00:00,2024-04-11 00:00:00
001Qs000000000000099,Rodrigues Centro Educacional,Rodrigues e Filhos,66.319.314/9190-58,School,001Qs000000000000028,(011) 7312 1727,Natal,RN,Consultivo,Premium,005Qs000000000000021,false,2023-03-21 00:00:00,2025-02-13 00:00:00
001Qs000000000000100,Rodrigues Colégio,Rodrigues - EI,65.185.067/1657-26,School,001Qs000000000000038,+55 31 5518 8442,Juazeiro do Norte,CE,Digital,Premium,005Qs000000000000027,false,2022-02-15 00:00:00,2023-08-11 00:00:00
001Qs000000000000101,Vargas Escola,Vargas,28.498.776/9453-14,School,,+55 (051) 5831-3237,João Pessoa,PB,Digital,Premium,005Qs000000000000028,false,2023-06-28 00:00:00,2024-08-07 00:00:00
001Qs000000000000102,Camargo Colégio,Camargo,73.799.650/7527-35,School,,+55 (041) 5895 7829,Belém,PA,Consultivo,Standard,005Qs000000000000032,false,2022-09-04 00:00:00,2023-09-24 00:00:00
001Qs000000000000103,Lopes Instituto,Lopes,45.494.808/3136-78,School,,+55 31 1467 8669,Pelotas,RS,Digital,Standard,005Qs000000000000014,true,2022-05-16 00:00:00,2024-07-02 00:00:00
001Qs000000000000104,Marques Escola,Marques Abreu e Filhos,37.770.143/6349-57,School,,+55 11 2517 7852,Olinda,PE,Consultivo,Premium,005Qs000000000000031,false,2022-11-09 00:00:00,2023-12-13 00:00:00
001Qs000000000000105,Montenegro Instituto,Montenegro,88.568.557/4443-13,School,,81 9226-8018,Florianópolis,SC,Digital,Básico,005Qs000000000000002,false,2023-04-11 00:00:00,2024-10-17 00:00:00
001Qs000000000000106,Montenegro Centro Educacional,Montenegro Caldeira e Filhos,51.823.374/9894-13,School,,+55 (021) 4225-3584,Feira de Santana,BA,Indireto,Premium,005Qs000000000000024,false,2023-04-21 00:00:00,2025-06-20 00:00:00
001Qs000000000000107,Porto Instituto,Porto,43.524.082/4008-42,School,,+55 21 4384 2498,Brasília,DF,Consultivo,Standard,005Qs000000000000022,false,2023-06-28 00:00:00,2023-08-03 00:00:00
001Qs000000000000108,Cassiano Escola,Cassiano Freitas S.A.,71.094.777/5204-71,School,,+55 31 8299 2299,Joinville,SC,Digital,Básico,005Qs000000000000035,false,2022-08-01 00:00:00,2025-09-14 00:00:00
001Qs000000000000109,Peixoto Instituto,Peixoto Ltda.,16.719.022/9413-18,School,,(081) 9001 0943,São Paulo,SP,Indireto,Básico,005Qs000000000000004,false,2023-06-12 00:00:00,2025-05-21 00:00:00
001Qs000000000000110,Almeida Colégio,Almeida,69.993.867/7496-49,School,,0500 690 7844,Londrina,PR,Indireto,Standard,005Qs000000000000030,false,2022-02-11 00:00:00,2024-07-09 00:00:00
001Qs000000000000111,Fonseca Colégio,Fonseca Ltda.,90.913.341/2328-12,School,,(081) 3647-1027,Maceió,AL,Digital,Premium,005Qs000000000000036,false,2022-07-29 00:00:00,2023-11-19 00:00:00
001Qs000000000000112,Araújo Escola,Araújo da Costa - EI,06.797.403/4471-34,School,,84 7735 9255,Belo Horizonte,MG,Consultivo,Básico,005Qs000000000000031,false,2022-08-03 00:00:00,2025-08-10 00:00:00
001Qs000000000000113,Barros Colégio,Barros e Filhos,93.618.324/2102-49,School,,(084) 6258 8153,Fortaleza,CE,Indireto,Standard,005Qs000000000000033,false,2023-03-10 00:00:00,2024-04-09 00:00:00
001Qs000000000000114,Azevedo Centro Educacional,Azevedo,94.717.464/8877-19,School,001Qs000000000000024,(061) 1473-2104,Vitória,ES,Indireto,Básico,005Qs000000000000034,false,2022-05-06 00:00:00,2024-10-24 00:00:00
001Qs000000000000115,Cardoso Centro Educacional,Cardoso Ribeiro - ME,06.594.013/9904-90,School,,51 9632 5953,Maceió,AL,Digital,Standard,005Qs000000000000029,false,2023-01-12 00:00:00,2025-09-27 00:00:00
001Qs000000000000116,da Escola,da Luz Moura - EI,27.874.296/7175-65,School,,+55 (031) 7877-4701,Belém,PA,Consultivo,Premium,005Qs000000000000030,false,2022-03-31 00:00:00,2023-09-21 00:00:00
001Qs000000000000117,Cunha Instituto,Cunha,51.256.746/8071-54,School,,61 8733 9500,Maceió,AL,Consultivo,Premium,005Qs000000000000011,false,2022-10-10 00:00:00,2023-10-23 00:00:00
001Qs000000000000118,Silva Colégio,Silva das Neves - ME,51.680.876/0385-97,School,,(011) 7974 8016,Maceió,AL,Consultivo,Básico,005Qs000000000000002,false,2022-10-28 00:00:00,2024-08-30 00:00:00
001Qs000000000000119,Macedo Colégio,Macedo,70.348.247/7109-32,School,,+55 84 4565 0609,Blumenau,SC,Consultivo,Standard,005Qs000000000000023,false,2023-03-07 00:00:00,2024-09-27 00:00:00
001Qs000000000000120,Campos Instituto,Campos,48.086.131/7127-48,School,,84 3584-1687,Campo Grande,MS,Consultivo,Premium,005Qs000000000000002,true,2022-08-26 00:00:00,2025-11-01 00:00:00
001Qs000000000000121,Câmara Instituto,Câmara Azevedo Ltda.,46.773.782/6398-21,School,,81 4991-2165,Campinas,SP,Indireto,Básico,005Qs000000000000022,false,2022-12-01 00:00:00,2024-11-09 00:00:00
